,Down,Yards,Quarter,DefendersInTheBox
443750,3,0,4,9.0
443770,2,2,1,7.0
443795,1,15,1,7.0
443827,1,0,1,10.0
443842,2,1,1,10.0
443858,2,5,1,8.0
443879,1,32,1,6.0
443899,1,1,1,7.0
443937,1,7,1,7.0
443959,2,0,1,8.0
443981,1,4,1,6.0
443987,1,4,1,6.0
444020,1,10,2,7.0
444042,1,-4,2,8.0
444065,1,6,2,6.0
444087,2,3,2,7.0
444113,3,2,2,8.0
444130,2,1,2,7.0
444157,1,1,2,6.0
444166,1,18,2,6.0
444201,1,5,2,6.0
444219,3,0,2,7.0
444232,1,5,2,6.0
444263,1,4,3,6.0
444276,2,2,3,6.0
444311,1,7,3,6.0
444329,1,5,3,6.0
444355,2,2,3,7.0
444373,3,4,3,6.0
444395,1,1,3,6.0
444408,1,2,3,6.0
444430,1,18,3,6.0
444461,1,12,3,6.0
444472,2,5,3,7.0
444509,2,2,4,7.0
444531,3,2,4,8.0
444546,1,2,4,10.0
444562,3,0,4,7.0
444581,4,1,4,7.0
444615,1,3,4,8.0
444641,1,6,4,8.0
444663,2,3,4,7.0
444678,3,1,4,11.0
444707,1,5,4,7.0
444719,2,20,4,8.0
444751,1,6,4,7.0
444773,2,8,4,8.0
444795,1,3,4,7.0
444811,1,1,4,7.0
444835,2,4,4,7.0
444857,3,3,4,7.0
444869,1,3,1,8.0
444891,2,3,1,7.0
444915,1,-2,1,8.0
444949,1,5,1,6.0
444971,2,3,1,5.0
444993,3,1,1,7.0
445004,1,3,1,8.0
445026,2,0,1,7.0
445059,1,3,1,7.0
445081,2,15,1,7.0
445103,1,1,1,5.0
445114,3,11,1,4.0
445147,1,15,2,6.0
445158,1,11,2,8.0
445180,1,3,2,8.0
445199,1,1,2,8.0
445224,4,2,2,8.0
445246,1,9,2,8.0
445279,1,4,2,7.0
445300,2,5,2,6.0
445322,3,2,2,6.0
445344,2,6,2,6.0
445353,1,-1,2,8.0
445374,2,0,2,7.0
445408,1,0,2,7.0
445431,2,2,2,6.0
445453,3,7,2,4.0
445477,1,6,2,6.0
445499,1,0,2,10.0
445521,2,0,2,8.0
445543,1,20,3,6.0
445554,1,2,3,7.0
445586,1,-1,3,6.0
445598,1,1,3,8.0
445620,1,8,3,8.0
445642,2,4,3,8.0
445664,1,2,3,8.0
445694,2,10,3,7.0
445719,1,5,3,6.0
445740,1,19,4,6.0
445762,3,2,4,8.0
445783,1,23,4,6.0
445803,1,1,4,6.0
445818,1,0,4,6.0
445840,2,2,4,7.0
445862,3,3,4,7.0
445895,1,5,1,7.0
445917,2,1,1,6.0
445939,2,11,1,7.0
445961,1,8,1,7.0
445982,2,1,1,7.0
446004,3,3,1,7.0
446026,1,3,1,7.0
446031,1,-2,1,7.0
446054,2,7,1,6.0
446093,1,6,1,7.0
446108,3,0,1,6.0
446120,1,0,1,7.0
446141,1,6,1,7.0
446163,1,1,1,6.0
446202,2,4,2,7.0
446218,1,3,2,7.0
446229,1,90,2,7.0
446269,2,1,2,7.0
446291,1,3,2,7.0
446313,2,-1,2,7.0
446334,4,-2,2,8.0
446339,1,-2,2,7.0
446371,1,14,2,7.0
446383,1,3,3,7.0
446405,2,-4,3,7.0
446444,2,9,3,7.0
446466,1,-4,3,7.0
446471,2,3,3,7.0
446497,1,-5,3,7.0
446532,1,18,3,6.0
446548,2,5,3,6.0
446576,1,0,3,7.0
446581,2,3,4,7.0
446620,2,7,4,7.0
446626,1,-4,4,6.0
446664,1,2,4,8.0
446686,1,13,4,7.0
446708,2,4,4,8.0
446730,1,3,4,8.0
446752,1,3,4,9.0
446774,2,3,4,9.0
446796,3,11,4,7.0
446809,1,2,1,6.0
446832,1,5,1,8.0
446860,1,14,1,8.0
446882,1,2,1,8.0
446904,2,3,1,7.0
446918,1,3,1,7.0
446940,1,1,1,8.0
446961,2,0,1,7.0
446992,1,5,1,7.0
447016,2,0,1,7.0
447029,1,2,1,7.0
447058,2,6,1,6.0
447072,1,4,1,7.0
447093,2,3,2,7.0
447116,2,5,2,8.0
447137,2,2,2,8.0
447159,1,2,2,8.0
447182,2,0,2,11.0
447204,4,0,2,10.0
447235,1,99,2,7.0
447248,2,2,2,8.0
447270,2,2,2,8.0
447301,1,2,3,7.0
447323,1,3,3,7.0
447338,2,-4,3,8.0
447367,1,16,3,5.0
447380,1,5,3,6.0
447411,1,54,3,7.0
447420,1,7,3,6.0
447448,1,5,3,7.0
447470,2,1,3,7.0
447500,1,-3,4,8.0
447522,2,1,4,7.0
447543,1,1,4,7.0
447565,2,10,4,6.0
447588,1,11,4,7.0
447602,1,0,4,9.0
447624,2,-1,4,9.0
447653,3,-1,4,8.0
447665,3,7,4,6.0
447690,1,1,4,8.0
447712,2,2,4,8.0
447733,2,1,1,6.0
447762,1,2,1,7.0
447777,1,0,1,8.0
447793,1,0,1,8.0
447816,2,5,1,7.0
447843,1,4,1,6.0
447863,1,-2,1,7.0
447885,3,5,1,7.0
447909,1,5,1,7.0
447931,2,6,1,6.0
447960,1,15,1,7.0
447973,2,-1,1,7.0
447994,1,4,2,8.0
448015,2,4,2,6.0
448038,1,4,2,8.0
448060,2,-2,2,11.0
448085,1,15,2,7.0
448108,1,3,2,7.0
448136,2,2,2,7.0
448150,1,4,2,8.0
448174,1,1,2,6.0
448194,2,-3,2,6.0
448217,1,-2,2,6.0
448240,2,2,2,7.0
448262,1,0,3,7.0
448281,1,0,3,7.0
448302,1,6,3,7.0
448325,3,1,3,9.0
448348,2,1,3,7.0
448371,1,-1,3,6.0
448397,2,1,3,6.0
448415,1,1,3,7.0
448435,2,0,3,7.0
448456,1,34,3,8.0
448480,1,0,3,7.0
448500,1,1,4,8.0
448524,1,1,4,6.0
448548,2,8,4,7.0
448572,1,1,4,7.0
448588,1,0,4,7.0
448617,1,6,4,7.0
448642,1,3,4,7.0
448661,2,2,4,6.0
448676,3,4,4,8.0
448698,1,1,4,8.0
448720,4,1,4,11.0
448752,2,3,1,6.0
448762,1,1,1,7.0
448797,1,4,1,7.0
448820,1,4,1,7.0
448841,2,32,1,5.0
448863,2,5,1,6.0
448872,1,9,1,6.0
448894,3,2,1,6.0
448916,2,-1,1,6.0
448950,2,6,2,8.0
448972,1,10,2,5.0
448994,2,5,2,7.0
449004,1,0,2,7.0
449039,1,4,2,6.0
449060,3,3,2,7.0
449082,3,1,2,6.0
449105,1,0,2,6.0
449114,1,-5,3,6.0
449148,1,14,3,6.0
449170,1,4,3,7.0
449192,2,4,3,6.0
449215,3,23,3,6.0
449237,1,1,3,6.0
449258,1,3,3,7.0
449280,1,8,3,7.0
449304,1,1,3,6.0
449324,2,3,3,6.0
449334,2,2,4,7.0
449356,2,12,4,6.0
449378,1,6,4,6.0
449400,2,0,4,6.0
449435,1,21,4,6.0
449456,1,4,4,8.0
449479,2,-3,4,6.0
449501,3,3,4,6.0
449510,1,2,4,6.0
449544,1,3,4,8.0
449566,2,0,4,10.0
449588,3,3,4,7.0
449610,1,2,4,8.0
449624,1,19,4,3.0
449643,1,5,1,6.0
449666,1,2,1,7.0
449688,1,0,1,6.0
449709,2,4,1,7.0
449745,1,3,1,7.0
449762,2,3,1,8.0
449775,1,-2,1,7.0
449795,2,5,1,7.0
449820,2,-1,1,6.0
449855,1,3,1,7.0
449864,1,7,1,7.0
449887,1,0,2,11.0
449908,2,1,2,11.0
449943,1,0,2,8.0
449965,3,2,2,7.0
449987,1,7,2,7.0
450009,2,13,2,7.0
450013,1,5,2,7.0
450040,1,5,2,5.0
450075,1,1,2,8.0
450093,2,0,2,6.0
450105,1,2,2,7.0
450141,1,0,3,9.0
450150,1,25,3,7.0
450172,1,2,3,6.0
450193,3,2,3,6.0
450229,1,0,3,6.0
450245,3,51,4,7.0
450273,1,4,4,8.0
450295,2,29,4,7.0
450314,1,-6,4,7.0
450325,1,4,4,6.0
450347,1,1,4,7.0
450369,1,6,4,6.0
450393,2,0,4,7.0
450427,1,-1,4,8.0
450449,1,5,4,8.0
450457,1,5,1,6.0
450479,1,5,1,7.0
450503,2,-3,1,6.0
450536,1,9,1,8.0
450557,1,-2,1,7.0
450567,2,4,1,5.0
450589,1,13,1,6.0
450611,1,2,1,6.0
450636,1,4,1,7.0
450658,2,4,1,7.0
450677,2,2,1,6.0
450701,1,-2,2,7.0
450734,1,1,2,8.0
450756,1,4,2,8.0
450778,3,2,2,7.0
450787,2,2,2,7.0
450811,1,5,2,6.0
450833,2,17,2,6.0
450855,1,4,2,7.0
450888,1,5,2,7.0
450910,1,8,3,8.0
450931,1,1,3,7.0
450941,1,1,3,6.0
450963,2,7,3,6.0
450998,1,-4,3,8.0
451019,1,14,3,7.0
451043,1,2,3,7.0
451065,2,29,3,7.0
451075,1,5,3,6.0
451098,2,6,3,6.0
451117,2,4,3,6.0
451142,1,12,3,6.0
451163,2,7,3,6.0
451185,3,-2,4,6.0
451218,1,1,4,8.0
451240,2,3,4,7.0
451251,2,5,4,6.0
451284,1,4,4,7.0
451306,2,-2,4,7.0
451328,1,4,4,7.0
451350,2,7,4,7.0
451371,1,-2,4,8.0
451394,2,6,4,7.0
451416,3,5,4,5.0
451425,2,0,1,7.0
451453,1,0,1,8.0
451470,1,0,1,7.0
451497,2,3,1,6.0
451513,1,6,1,7.0
451535,2,2,1,6.0
451563,1,-3,1,6.0
451585,1,-3,1,7.0
451608,1,3,1,8.0
451623,2,4,1,7.0
451653,1,7,1,8.0
451668,2,2,2,6.0
451695,1,-4,2,6.0
451712,1,4,2,7.0
451740,1,2,2,6.0
451755,1,2,2,6.0
451778,1,-1,2,6.0
451806,2,0,3,6.0
451829,1,11,3,7.0
451851,1,-1,3,8.0
451873,1,3,3,8.0
451887,2,7,3,7.0
451916,1,7,3,6.0
451938,1,5,3,5.0
451959,1,5,3,7.0
451984,1,-2,3,6.0
451998,1,0,4,7.0
452019,1,3,4,7.0
452041,1,0,4,7.0
452064,2,0,4,6.0
452092,1,13,4,6.0
452114,1,5,4,6.0
452130,1,2,4,8.0
452152,2,0,4,7.0
452180,1,2,4,5.0
452194,2,3,4,6.0
452223,2,5,1,6.0
452245,1,0,1,6.0
452264,1,3,1,7.0
452289,1,5,1,6.0
452317,2,6,1,6.0
452335,1,1,1,8.0
452352,1,8,1,6.0
452374,1,7,1,7.0
452392,2,14,1,7.0
452418,1,11,1,6.0
452440,2,2,2,8.0
452459,1,3,2,9.0
452487,2,9,2,6.0
452509,1,2,2,7.0
452528,1,4,2,6.0
452550,1,2,2,8.0
452568,1,0,2,6.0
452588,2,1,2,7.0
452619,1,8,2,7.0
452642,2,3,2,6.0
452665,1,0,2,7.0
452688,1,4,2,6.0
452700,1,15,2,6.0
452726,2,0,2,6.0
452748,1,6,3,6.0
452770,3,3,3,5.0
452792,4,0,3,8.0
452814,1,7,3,7.0
452834,2,3,3,7.0
452855,2,9,3,6.0
452877,1,8,3,7.0
452902,1,4,3,8.0
452928,1,13,3,7.0
452950,2,12,3,6.0
452972,1,3,3,6.0
452995,2,5,3,6.0
453017,3,1,3,6.0
453035,4,2,4,9.0
453061,2,2,4,6.0
453078,1,3,4,7.0
453100,2,4,4,7.0
453122,1,3,4,7.0
453148,1,6,4,6.0
453170,2,3,4,7.0
453192,3,5,4,7.0
453214,3,1,4,5.0
453238,1,-1,4,6.0
453259,2,-1,4,6.0
453281,1,3,5,6.0
453294,1,3,5,6.0
453317,2,5,5,7.0
453339,1,2,5,7.0
453364,1,3,1,7.0
453386,2,4,1,8.0
453408,1,3,1,6.0
453430,2,4,1,8.0
453452,1,0,1,7.0
453474,1,5,1,7.0
453496,2,3,1,8.0
453511,3,2,1,11.0
453543,1,4,1,6.0
453565,1,36,1,7.0
453580,3,-2,1,7.0
453608,1,4,1,7.0
453630,2,5,1,7.0
453650,1,1,1,7.0
453672,1,4,1,6.0
453696,1,54,2,7.0
453711,1,0,2,7.0
453749,2,11,2,8.0
453762,1,6,2,8.0
453778,2,3,2,7.0
453804,1,3,2,8.0
453829,1,0,2,6.0
453859,2,6,2,6.0
453870,1,2,2,7.0
453903,2,-2,2,6.0
453916,1,2,3,8.0
453946,3,9,3,7.0
453968,2,-4,3,8.0
453980,1,7,3,8.0
454002,2,1,3,7.0
454024,1,9,3,7.0
454046,2,1,3,8.0
454068,1,2,3,7.0
454093,2,16,3,7.0
454108,2,1,3,6.0
454134,1,0,3,7.0
454158,1,8,4,8.0
454180,2,6,4,8.0
454211,1,4,4,6.0
454218,1,1,4,7.0
454246,1,4,4,8.0
454269,2,2,4,7.0
454288,1,3,4,7.0
454305,1,11,4,7.0
454328,1,0,4,7.0
454350,1,1,4,8.0
454376,2,0,4,8.0
454398,3,2,4,8.0
454428,1,13,1,7.0
454452,1,1,1,7.0
454463,1,1,1,6.0
454477,2,1,1,7.0
454499,2,2,1,7.0
454538,1,4,1,8.0
454562,2,2,1,7.0
454582,1,5,1,5.0
454605,2,-3,1,6.0
454617,1,0,1,7.0
454639,2,-7,1,6.0
454671,1,1,1,6.0
454692,1,2,2,7.0
454707,2,9,2,6.0
454729,1,1,2,7.0
454751,2,2,2,7.0
454763,1,-1,2,7.0
454802,1,2,2,7.0
454811,2,4,2,6.0
454836,1,4,2,6.0
454868,2,0,2,10.0
454890,1,5,3,8.0
454914,2,0,3,6.0
454917,1,2,3,6.0
454939,3,0,3,8.0
454979,2,6,3,7.0
454983,1,11,3,7.0
455005,1,4,3,7.0
455034,1,7,3,6.0
455059,2,4,3,6.0
455079,1,8,3,6.0
455101,2,0,3,6.0
455115,2,12,4,7.0
455137,2,1,4,7.0
455177,1,4,4,6.0
455189,2,5,4,6.0
455203,1,2,4,7.0
455233,1,9,4,6.0
455247,2,17,4,7.0
455269,1,0,4,7.0
455299,1,12,4,6.0
455313,1,1,4,8.0
455342,1,9,4,6.0
455364,2,3,4,6.0
455391,1,1,1,7.0
455414,2,12,1,6.0
455435,1,1,1,7.0
455454,2,-5,1,7.0
455476,1,4,1,8.0
455502,1,1,1,6.0
455526,2,11,1,6.0
455546,1,1,1,7.0
455564,2,7,1,7.0
455590,1,-1,1,6.0
455618,1,-4,1,7.0
455636,3,12,1,4.0
455651,1,9,2,7.0
455672,2,3,2,8.0
455695,1,6,2,7.0
455718,1,0,2,9.0
455743,1,4,2,6.0
455765,2,-1,2,6.0
455784,1,78,2,8.0
455803,1,5,2,7.0
455826,2,2,2,8.0
455853,1,-2,2,7.0
455879,3,0,2,7.0
455894,1,2,2,8.0
455916,1,6,2,6.0
455938,2,52,2,8.0
455957,1,1,2,6.0
455982,1,-6,3,8.0
456004,1,10,3,8.0
456026,1,1,3,8.0
456048,2,6,3,6.0
456068,1,2,3,8.0
456090,2,6,3,8.0
456112,1,2,3,7.0
456139,1,0,3,6.0
456154,1,0,4,8.0
456189,1,4,4,7.0
456198,1,2,4,7.0
456220,2,3,4,8.0
456242,1,2,4,8.0
456264,2,3,4,7.0
456285,1,3,4,8.0
456306,2,8,4,7.0
456329,1,2,4,8.0
456351,3,5,4,7.0
456373,1,3,4,7.0
456396,2,3,4,8.0
456418,3,4,4,8.0
456455,2,18,1,7.0
456477,1,4,1,7.0
456499,2,15,1,7.0
456508,1,18,1,6.0
456530,1,3,1,6.0
456552,2,3,1,7.0
456574,1,1,1,6.0
456609,1,2,1,6.0
456631,3,2,1,8.0
456653,3,3,1,7.0
456674,1,4,1,6.0
456697,1,5,1,7.0
456719,2,5,2,6.0
456728,1,9,2,6.0
456750,2,9,2,5.0
456772,2,-2,2,7.0
456807,1,-2,2,7.0
456809,2,6,2,6.0
456837,1,14,2,6.0
456853,1,1,2,6.0
456882,2,1,2,6.0
456904,1,-1,2,6.0
456926,1,3,2,6.0
456948,2,6,2,6.0
456970,3,13,2,6.0
456992,2,6,3,6.0
457014,3,1,3,5.0
457036,4,0,3,7.0
457071,1,1,3,6.0
457093,2,8,3,5.0
457115,3,0,3,6.0
457137,4,2,3,8.0
457159,2,2,3,6.0
457181,1,0,3,8.0
457183,2,0,3,6.0
457212,1,3,3,6.0
457247,3,2,3,7.0
457269,2,2,3,6.0
457278,1,4,3,6.0
457300,1,-3,4,6.0
457322,2,1,4,6.0
457357,1,5,4,7.0
457379,2,-5,4,6.0
457397,1,0,4,8.0
457410,1,3,4,5.0
457432,1,0,4,6.0
457454,2,4,4,6.0
457476,1,19,4,6.0
457498,1,4,4,6.0
457520,2,5,4,7.0
457542,1,1,4,11.0
457577,1,3,4,7.0
457599,2,2,4,8.0
457621,1,1,1,6.0
457643,2,9,1,7.0
457665,1,1,1,8.0
457674,2,1,1,6.0
457709,1,4,1,6.0
457731,2,11,1,6.0
457753,1,8,1,7.0
457767,1,4,1,7.0
457784,2,4,1,5.0
457806,2,1,1,6.0
457841,1,-1,1,7.0
457863,1,5,2,8.0
457885,2,3,2,8.0
457892,1,11,2,6.0
457916,1,1,2,6.0
457938,2,2,2,6.0
457960,2,0,2,6.0
457982,2,-3,2,6.0
458017,1,1,2,8.0
458039,1,7,2,8.0
458061,2,4,2,6.0
458071,1,-1,3,7.0
458105,2,0,3,8.0
458114,1,1,3,5.0
458136,2,5,3,6.0
458156,4,3,3,7.0
458181,1,3,3,6.0
458215,1,2,3,8.0
458237,1,9,3,8.0
458259,2,4,3,9.0
458281,1,5,3,8.0
458290,2,0,3,6.0
458312,1,4,3,6.0
458335,1,4,4,6.0
458356,4,2,4,6.0
458391,1,1,4,8.0
458405,2,0,4,6.0
458423,1,7,4,6.0
458445,2,23,4,6.0
458467,2,4,4,5.0
458489,3,-1,4,6.0
458523,1,4,4,8.0
458545,2,4,4,8.0
458554,3,5,4,6.0
458576,4,3,4,6.0
458611,1,1,4,8.0
458633,1,4,4,9.0
458655,2,3,4,9.0
458657,1,0,1,7.0
458679,2,12,1,7.0
458703,1,8,1,6.0
458723,1,14,1,6.0
458759,2,1,1,6.0
458769,2,0,1,5.0
458804,1,10,1,7.0
458826,1,0,1,7.0
458833,1,0,1,7.0
458869,1,2,1,6.0
458892,2,4,1,6.0
458899,1,3,1,8.0
458923,3,9,1,7.0
458943,1,4,2,8.0
458965,1,0,2,9.0
458989,1,3,2,6.0
459011,3,9,2,6.0
459046,1,1,2,7.0
459067,1,3,2,6.0
459089,1,3,2,6.0
459111,1,1,2,5.0
459133,2,10,2,3.0
459157,1,3,3,7.0
459178,2,1,3,7.0
459200,1,3,3,8.0
459222,2,2,3,6.0
459229,1,1,3,8.0
459254,2,2,3,7.0
459273,2,2,3,7.0
459310,1,0,3,7.0
459330,1,-5,3,6.0
459354,1,8,3,7.0
459361,1,-1,3,8.0
459383,2,0,3,8.0
459405,1,-2,4,8.0
459428,2,-1,4,6.0
459464,2,2,4,6.0
459487,1,9,4,7.0
459496,1,14,4,9.0
459518,1,7,4,8.0
459540,2,4,4,8.0
459562,1,2,4,7.0
459584,2,7,4,8.0
459606,1,7,4,7.0
459628,2,1,4,8.0
459650,1,1,4,9.0
459672,2,5,4,9.0
459694,2,0,4,9.0
459716,3,4,4,9.0
459752,1,1,1,7.0
459765,1,8,1,8.0
459787,2,-2,1,7.0
459809,1,24,1,7.0
459824,1,2,1,6.0
459862,1,13,1,8.0
459884,2,7,1,7.0
459906,1,5,1,7.0
459928,1,5,1,7.0
459942,2,-4,1,7.0
459972,2,0,1,8.0
459994,1,20,2,7.0
460016,1,1,2,6.0
460038,2,2,2,8.0
460059,1,9,2,7.0
460082,2,0,2,8.0
460103,3,10,2,8.0
460126,2,14,2,7.0
460140,2,0,3,6.0
460169,1,2,3,7.0
460191,1,5,3,7.0
460214,2,2,3,7.0
460227,1,1,3,7.0
460257,1,3,3,7.0
460279,2,5,3,7.0
460301,1,1,3,7.0
460324,2,2,3,8.0
460338,2,3,4,6.0
460368,1,-1,4,7.0
460387,1,7,4,8.0
460411,1,5,4,7.0
460433,1,5,4,7.0
460448,1,-1,4,7.0
460476,1,-4,4,7.0
460491,1,6,4,8.0
460520,1,8,5,7.0
460543,2,10,5,7.0
460565,1,1,5,7.0
460588,1,4,5,6.0
460609,3,0,5,8.0
460630,4,1,5,8.0
460653,2,-3,5,6.0
460672,1,9,1,6.0
460694,1,4,1,6.0
460716,1,2,1,8.0
460738,2,0,1,7.0
460760,3,1,1,10.0
460778,1,4,1,7.0
460790,2,-7,1,8.0
460826,1,9,1,6.0
460849,2,1,1,7.0
460874,2,4,1,6.0
460887,1,3,1,6.0
460902,1,1,1,6.0
460924,1,-1,2,7.0
460946,1,2,2,11.0
460980,1,0,2,6.0
461002,1,2,2,6.0
461028,1,8,2,5.0
461051,2,-1,2,6.0
461064,1,2,2,6.0
461085,1,1,2,7.0
461113,1,2,2,6.0
461129,1,1,2,6.0
461151,1,0,2,8.0
461174,1,5,3,7.0
461196,1,9,3,7.0
461222,2,2,3,6.0
461240,1,1,3,6.0
461261,3,2,3,8.0
461288,1,0,3,6.0
461311,1,1,3,7.0
461332,2,0,3,7.0
461342,1,1,3,7.0
461364,2,1,3,7.0
461398,1,0,3,6.0
461416,2,0,4,6.0
461446,1,2,4,6.0
461468,1,2,4,6.0
461490,4,5,4,6.0
461513,1,3,4,6.0
461530,1,-1,4,10.0
461556,1,1,4,6.0
461568,1,1,1,7.0
461590,1,6,1,8.0
461612,2,0,1,6.0
461646,1,4,1,7.0
461668,2,5,1,8.0
461690,3,0,1,7.0
461700,2,-1,1,6.0
461722,1,13,1,7.0
461741,2,2,1,7.0
461778,2,9,1,7.0
461800,1,7,1,6.0
461822,1,8,1,6.0
461845,1,4,1,7.0
461861,1,1,1,8.0
461876,1,2,2,8.0
461896,2,5,2,7.0
461932,1,6,2,7.0
461954,2,10,2,7.0
461977,2,17,2,7.0
461998,2,5,2,7.0
462008,1,13,2,7.0
462030,1,3,2,6.0
462064,1,5,2,6.0
462087,2,5,2,7.0
462108,1,4,2,7.0
462130,4,2,2,9.0
462150,3,13,2,6.0
462172,1,4,2,6.0
462194,2,5,2,5.0
462218,1,6,3,7.0
462240,2,4,3,7.0
462257,1,-4,3,8.0
462284,2,3,3,6.0
462305,1,2,3,8.0
462316,2,6,3,8.0
462338,1,3,3,8.0
462357,4,0,3,8.0
462395,1,3,3,7.0
462417,1,2,3,6.0
462439,2,0,3,6.0
462460,1,0,4,7.0
462467,1,2,4,7.0
462492,3,1,4,6.0
462525,1,0,4,8.0
462533,1,8,4,7.0
462559,1,1,4,6.0
462592,1,2,4,7.0
462614,1,0,4,8.0
462636,2,11,4,8.0
462658,1,3,4,8.0
462680,2,5,4,7.0
462702,3,2,4,9.0
462714,1,4,1,7.0
462741,2,22,1,5.0
462769,1,5,1,6.0
462789,1,-2,1,6.0
462802,1,3,1,7.0
462824,1,0,1,8.0
462853,1,3,1,6.0
462874,2,4,1,6.0
462890,1,9,1,7.0
462911,2,3,2,8.0
462934,1,3,2,6.0
462956,3,3,2,8.0
462978,1,1,2,7.0
463005,1,4,2,6.0
463022,2,16,2,6.0
463044,1,3,2,7.0
463066,1,0,2,6.0
463082,2,8,2,6.0
463110,1,7,2,6.0
463137,1,2,3,6.0
463159,2,2,3,5.0
463176,1,2,3,6.0
463198,1,9,3,7.0
463219,2,-2,3,8.0
463242,1,6,3,6.0
463264,3,3,3,8.0
463286,1,4,3,7.0
463308,2,11,3,6.0
463329,1,19,3,6.0
463352,1,0,3,8.0
463383,1,0,4,6.0
463407,1,8,4,6.0
463424,2,8,4,6.0
463446,1,6,4,6.0
463467,1,1,4,7.0
463484,1,4,4,5.0
463506,1,3,4,8.0
463533,1,-3,4,4.0
463559,1,-1,1,7.0
463582,2,-1,1,7.0
463586,1,5,1,7.0
463607,1,2,1,7.0
463630,2,1,1,7.0
463670,1,5,1,7.0
463691,1,3,1,6.0
463714,1,3,1,7.0
463735,2,-1,1,7.0
463758,1,3,1,7.0
463763,1,0,2,6.0
463803,2,2,2,6.0
463824,1,3,2,7.0
463846,1,0,2,6.0
463852,1,1,2,6.0
463891,1,1,2,5.0
463897,1,7,2,7.0
463917,2,0,2,6.0
463954,1,6,2,7.0
463978,2,1,2,7.0
463984,1,5,3,7.0
464023,1,0,3,7.0
464045,1,8,3,5.0
464065,2,14,3,6.0
464086,1,4,3,7.0
464110,2,1,3,7.0
464133,1,2,3,7.0
464153,2,-2,3,6.0
464159,1,1,3,7.0
464182,1,0,3,7.0
464219,2,0,4,7.0
464241,1,2,4,5.0
464265,3,0,4,7.0
464287,1,0,4,6.0
464308,2,2,4,8.0
464313,1,-1,4,8.0
464336,2,1,4,6.0
464358,3,-1,4,7.0
464395,1,0,1,7.0
464408,1,1,1,8.0
464439,1,1,1,7.0
464452,1,3,1,8.0
464483,1,-1,1,7.0
464506,2,-7,1,6.0
464527,1,11,1,6.0
464550,1,0,1,6.0
464562,1,2,1,9.0
464584,1,5,1,8.0
464616,1,2,2,7.0
464637,2,5,2,6.0
464660,1,-2,2,8.0
464672,1,12,2,7.0
464690,1,15,2,6.0
464716,1,0,2,8.0
464747,1,2,2,7.0
464756,1,1,2,7.0
464778,1,4,2,6.0
464804,1,4,3,9.0
464826,2,4,3,8.0
464848,2,4,3,8.0
464870,2,4,3,7.0
464892,1,1,3,6.0
464923,2,3,3,7.0
464945,1,0,3,7.0
464958,1,3,3,8.0
464980,2,3,3,6.0
465002,1,1,4,8.0
465020,1,8,4,7.0
465055,1,-1,4,7.0
465078,1,3,4,7.0
465099,1,6,4,7.0
465121,1,7,4,6.0
465144,2,2,4,8.0
465166,3,0,4,7.0
465178,1,40,4,8.0
465200,1,2,4,9.0
465222,2,9,4,9.0
465244,1,3,4,10.0
465266,2,1,4,9.0
465288,4,-2,4,10.0
465305,2,4,1,8.0
465327,2,0,1,7.0
465347,1,1,1,7.0
465371,2,1,1,9.0
465406,1,0,1,8.0
465413,1,-1,1,7.0
465437,1,7,1,7.0
465458,1,-3,1,7.0
465479,2,6,1,6.0
465517,1,65,1,8.0
465539,1,3,1,7.0
465547,1,13,1,6.0
465569,1,1,1,8.0
465589,2,1,2,6.0
465629,1,3,2,8.0
465648,1,8,2,8.0
465669,2,-4,2,7.0
465693,1,5,2,7.0
465717,2,3,2,8.0
465721,1,4,2,7.0
465758,2,2,2,7.0
465766,2,1,2,7.0
465789,1,10,3,7.0
465823,1,-1,3,6.0
465849,1,16,3,7.0
465871,1,1,3,7.0
465889,2,43,3,6.0
465898,1,3,3,7.0
465920,2,-4,3,6.0
465957,1,6,3,6.0
465980,1,4,3,7.0
465999,2,28,4,7.0
466025,1,2,4,7.0
466047,1,-6,4,7.0
466051,2,1,4,7.0
466073,3,5,4,4.0
466110,1,0,4,8.0
466131,2,1,4,7.0
466142,3,2,4,6.0
466164,1,0,4,6.0
466199,1,-2,4,8.0
466221,2,4,4,8.0
466243,3,5,4,6.0
466253,1,15,1,7.0
466289,1,1,1,6.0
466311,2,1,1,7.0
466320,1,5,1,7.0
466342,2,4,1,7.0
466364,1,1,1,8.0
466386,2,11,1,8.0
466421,1,2,1,6.0
466431,2,4,1,6.0
466452,1,3,2,6.0
466474,2,10,2,7.0
466496,1,0,2,7.0
466518,2,4,2,6.0
466539,1,3,2,9.0
466571,1,17,2,6.0
466592,1,2,2,6.0
466619,2,7,2,7.0
466641,3,3,2,6.0
466663,3,6,2,7.0
466680,1,-5,2,7.0
466707,2,3,2,7.0
466716,1,7,2,6.0
466737,2,1,2,9.0
466770,1,3,3,6.0
466791,1,10,3,6.0
466814,1,4,3,6.0
466839,1,6,3,7.0
466861,2,10,3,6.0
466870,1,5,3,6.0
466891,1,3,3,7.0
466924,1,2,3,6.0
466945,2,1,3,6.0
466971,1,2,3,6.0
466990,3,5,3,6.0
467015,1,3,3,7.0
467033,3,2,4,5.0
467055,1,2,4,6.0
467069,1,4,4,5.0
467090,2,2,4,8.0
467112,2,6,4,6.0
467134,3,-3,4,8.0
467169,1,3,4,6.0
467191,2,10,4,7.0
467213,1,5,4,7.0
