,Down,Yards
461064,1,2
461085,1,1
461113,1,2
461129,1,1
461151,1,0
461174,1,5
461196,1,9
461222,2,2
461240,1,1
461261,3,2
461288,1,0
461311,1,1
461332,2,0
461342,1,1
461364,2,1
461398,1,0
461416,2,0
461446,1,2
461468,1,2
461490,4,5
461513,1,3
461530,1,-1
461556,1,1
461568,1,1
461590,1,6
461612,2,0
461646,1,4
461668,2,5
461690,3,0
461700,2,-1
461722,1,13
461741,2,2
461778,2,9
461800,1,7
461822,1,8
461845,1,4
461861,1,1
461876,1,2
461896,2,5
461932,1,6
461954,2,10
461977,2,17
461998,2,5
462008,1,13
462030,1,3
462064,1,5
462087,2,5
462108,1,4
462130,4,2
462150,3,13
462172,1,4
462194,2,5
462218,1,6
462240,2,4
462257,1,-4
462284,2,3
462305,1,2
462316,2,6
462338,1,3
462357,4,0
462395,1,3
462417,1,2
462439,2,0
462460,1,0
462467,1,2
462492,3,1
462525,1,0
462533,1,8
462559,1,1
462592,1,2
462614,1,0
462636,2,11
462658,1,3
462680,2,5
462702,3,2
462714,1,4
462741,2,22
462769,1,5
462789,1,-2
462802,1,3
462824,1,0
462853,1,3
462874,2,4
462890,1,9
462911,2,3
462934,1,3
462956,3,3
462978,1,1
463005,1,4
463022,2,16
463044,1,3
463066,1,0
463082,2,8
463110,1,7
463137,1,2
463159,2,2
463176,1,2
463198,1,9
463219,2,-2
463242,1,6
463264,3,3
463286,1,4
463308,2,11
463329,1,19
463352,1,0
463383,1,0
463407,1,8
463424,2,8
463446,1,6
463467,1,1
463484,1,4
463506,1,3
463533,1,-3
463559,1,-1
463582,2,-1
463586,1,5
463607,1,2
463630,2,1
463670,1,5
463691,1,3
463714,1,3
463735,2,-1
463758,1,3
463763,1,0
463803,2,2
463824,1,3
463846,1,0
463852,1,1
463891,1,1
463897,1,7
463917,2,0
463954,1,6
463978,2,1
463984,1,5
464023,1,0
464045,1,8
464065,2,14
464086,1,4
464110,2,1
464133,1,2
464153,2,-2
464159,1,1
464182,1,0
464219,2,0
464241,1,2
464265,3,0
464287,1,0
464308,2,2
464313,1,-1
464336,2,1
464358,3,-1
464395,1,0
464408,1,1
464439,1,1
464452,1,3
464483,1,-1
464506,2,-7
464527,1,11
464550,1,0
464562,1,2
464584,1,5
464616,1,2
464637,2,5
464660,1,-2
464672,1,12
464690,1,15
464716,1,0
464747,1,2
464756,1,1
464778,1,4
464804,1,4
464826,2,4
464848,2,4
464870,2,4
464892,1,1
464923,2,3
464945,1,0
464958,1,3
464980,2,3
465002,1,1
465020,1,8
465055,1,-1
465078,1,3
465099,1,6
465121,1,7
465144,2,2
465166,3,0
465178,1,40
465200,1,2
465222,2,9
465244,1,3
465266,2,1
465288,4,-2
465305,2,4
465327,2,0
465347,1,1
465371,2,1
465406,1,0
465413,1,-1
465437,1,7
465458,1,-3
465479,2,6
465517,1,65
465539,1,3
465547,1,13
465569,1,1
465589,2,1
465629,1,3
465648,1,8
465669,2,-4
465693,1,5
465717,2,3
465721,1,4
465758,2,2
465766,2,1
465789,1,10
465823,1,-1
465849,1,16
465871,1,1
465889,2,43
465898,1,3
465920,2,-4
465957,1,6
465980,1,4
465999,2,28
466025,1,2
466047,1,-6
466051,2,1
466073,3,5
466110,1,0
466131,2,1
466142,3,2
466164,1,0
466199,1,-2
466221,2,4
466243,3,5
466253,1,15
466289,1,1
466311,2,1
466320,1,5
466342,2,4
466364,1,1
466386,2,11
466421,1,2
466431,2,4
466452,1,3
466474,2,10
466496,1,0
466518,2,4
466539,1,3
466571,1,17
466592,1,2
466619,2,7
466641,3,3
466663,3,6
466680,1,-5
466707,2,3
466716,1,7
466737,2,1
466770,1,3
466791,1,10
466814,1,4
466839,1,6
466861,2,10
466870,1,5
466891,1,3
466924,1,2
466945,2,1
466971,1,2
466990,3,5
467015,1,3
467033,3,2
467055,1,2
467069,1,4
467090,2,2
467112,2,6
467134,3,-3
467169,1,3
467191,2,10
467213,1,5
467235,2,3
467257,3,3
467279,1,7
467301,2,3
467318,1,0
467345,2,26
467361,1,5
467382,2,4
467409,1,3
467427,1,9
467449,2,7
467469,2,1
467482,1,2
467504,1,-2
467535,1,3
467557,2,5
467582,1,-4
467589,1,2
467620,1,4
467634,2,7
467655,1,4
467678,2,19
467699,1,-1
467721,2,0
467756,1,1
467778,1,1
467788,1,2
467809,2,1
467833,1,6
467856,2,3
467879,3,1
467911,1,3
467920,1,11
467942,3,0
467980,3,5
467988,2,17
468024,1,9
468046,2,3
468068,2,5
468090,1,2
468106,2,9
468134,1,4
468139,1,6
468178,1,7
468200,2,5
468223,1,7
468244,2,0
468253,2,1
468274,3,4
468294,1,6
468315,1,-3
468354,1,1
468362,2,11
468382,1,4
468406,1,2
468442,1,2
468448,2,-2
468487,1,1
468509,1,2
468530,3,1
468552,1,5
468574,1,-1
468588,1,1
468609,2,3
468631,2,2
468662,1,2
468683,2,4
468704,2,5
468729,3,2
468748,1,9
468763,1,2
468785,1,0
468818,1,-3
468829,2,7
468851,1,4
468873,2,-4
468904,1,3
468927,1,0
468939,3,2
468971,2,22
468982,3,20
469005,1,6
469026,2,2
469049,1,3
469079,1,0
469102,2,7
469126,3,1
469136,2,2
469158,1,10
469188,1,2
469213,1,5
469234,2,4
469255,1,4
469277,1,2
469299,1,4
469321,2,0
469335,2,3
469365,1,0
469388,2,4
469410,3,4
469417,1,9
469443,2,-1
469477,1,8
469499,2,-2
469509,2,1
469527,1,1
469565,1,2
469587,1,3
469609,1,-1
469617,1,21
469638,2,2
469659,1,1
469697,1,8
469719,3,7
469741,2,47
469763,1,2
469785,1,2
469807,2,0
469829,4,1
469839,2,4
469874,1,3
469895,2,6
469917,3,3
469933,2,6
469945,1,7
469977,1,2
470005,1,-2
470021,3,-2
470049,2,-1
470071,2,-1
470079,1,-2
470099,1,7
470121,2,0
470147,1,5
470181,2,3
470188,1,3
470210,1,9
470247,2,11
470263,1,-4
470285,1,3
470313,2,2
470329,1,2
470357,2,1
470368,1,1
470401,2,2
470423,2,15
470445,1,1
470467,2,6
470489,1,3
470511,2,3
470519,1,5
470542,1,3
470575,1,19
470597,1,6
470620,2,7
470641,1,0
470663,3,1
470672,1,11
470695,2,6
470718,2,24
470740,2,7
470762,3,3
470784,1,1
470805,4,-2
470839,2,9
470849,2,9
470871,4,3
470907,1,4
470929,2,8
470949,2,12
470971,2,6
470993,1,21
471015,1,6
471025,1,6
471059,1,2
471081,2,3
471105,1,4
471127,3,4
471147,1,8
471171,2,1
471191,3,0
471201,1,7
471223,1,1
471257,1,0
471279,1,11
471301,1,7
471323,2,1
471347,1,4
471369,2,-2
471389,1,0
471411,2,-4
471433,1,0
471455,2,-6
471477,1,1
471499,2,3
471521,3,6
471543,1,16
471569,1,1
471591,1,4
471594,1,1
471635,1,3
471656,2,3
471679,1,1
471682,2,7
471706,1,4
471728,2,1
471751,3,4
471789,2,-2
471794,1,-3
471832,2,0
471836,1,5
471859,2,4
471898,1,5
471921,2,2
471942,2,4
471946,2,-2
471984,1,0
472009,2,1
472013,1,-1
472035,2,0
472056,2,3
472078,1,-2
472102,2,3
472122,1,0
472144,1,0
472185,2,2
472188,2,4
472227,1,20
472251,1,15
472269,2,5
472276,1,-3
472299,1,4
472339,1,25
472361,2,11
472383,1,3
472401,2,1
472408,1,4
472430,1,15
472452,1,7
472474,2,1
472496,3,4
472534,1,6
472554,1,6
472579,2,26
472598,1,3
472606,1,3
472628,2,-2
472667,1,5
472689,1,11
472711,1,13
472716,2,1
472752,1,0
472774,2,5
472796,1,4
472817,1,18
472826,1,2
472848,2,10
472869,1,12
472900,1,3
472931,1,6
472953,2,3
472971,3,4
472997,2,10
473018,1,0
473032,1,5
473054,2,4
473076,1,13
473098,2,2
473129,1,2
473142,1,75
473173,1,0
473194,1,1
473216,2,3
473230,1,-3
473261,2,10
473274,1,2
473301,1,0
473326,2,9
473346,1,5
473368,1,4
473390,2,2
473415,1,14
473437,1,0
473458,2,1
473472,1,1
473503,1,21
473515,3,14
473544,1,3
473566,2,5
473588,3,2
473609,1,7
473624,2,10
473646,1,6
473668,2,6
473703,1,2
473712,1,5
473735,1,7
473757,1,3
473779,2,-2
473792,1,-2
473822,1,5
473845,1,4
473866,2,4
473888,4,1
473923,1,0
473945,1,-10
473955,2,6
473989,1,7
474011,2,17
474029,2,2
474055,2,0
474064,1,12
474086,1,7
474108,2,4
474130,1,4
474165,1,3
474167,1,2
474196,2,7
474218,3,12
474240,1,3
474262,2,1
474297,1,-4
474319,1,2
474341,2,4
474363,1,2
474385,1,1
474394,1,13
474416,1,-1
474438,1,1
474460,2,11
474483,1,1
474505,2,-2
474526,1,1
474561,1,6
474583,2,1
474592,2,0
474606,3,2
474636,1,1
474658,2,7
474672,3,3
474694,1,2
474716,3,17
474738,1,11
474768,1,2
474791,1,2
474810,2,4
474835,2,4
474857,3,10
474879,1,1
474898,1,5
474920,2,0
474945,1,-2
474976,1,7
475001,2,14
475011,1,2
475032,1,0
475064,1,3
475086,2,2
475108,2,1
475130,1,4
475154,2,-1
475164,1,0
475186,2,2
475208,2,24
475229,2,5
475262,1,5
475284,2,2
475306,1,3
475328,2,3
475339,2,6
475363,3,6
475385,1,6
475407,2,3
475428,1,-1
475451,1,1
475482,1,-3
475504,2,7
475529,1,7
475548,3,8
475561,1,21
475583,1,5
475606,2,26
475628,2,-1
475650,3,1
475672,4,1
475703,1,1
475727,1,3
475746,3,1
475756,1,5
475775,1,2
475804,2,4
475826,1,4
475848,2,2
475878,1,4
475900,2,7
475922,1,-5
475947,1,16
475969,1,3
475991,2,4
476013,1,6
476035,2,25
476057,2,4
476079,1,4
476100,2,10
476122,2,4
476130,2,2
476156,1,5
476178,2,11
476200,1,3
476225,1,12
476254,1,17
476275,1,3
476288,1,2
476306,1,6
476332,1,13
476354,1,2
476376,2,2
476408,1,4
476430,1,14
476452,1,0
476464,2,5
476486,1,5
476508,2,5
476530,1,2
476548,2,9
476570,1,10
476592,1,4
476618,2,2
476650,1,6
476672,2,15
476694,1,4
476706,1,2
476731,1,1
476760,2,2
476783,1,5
476805,2,5
476827,1,1
476848,1,15
476863,1,3
476893,2,1
476899,3,6
476933,1,-4
476955,2,3
476969,2,4
476985,3,17
477014,2,0
477043,1,6
477065,2,3
477087,1,4
477109,1,3
477131,2,5
477145,1,4
477167,2,0
477189,2,3
477205,1,9
477238,1,19
477256,3,2
477278,4,0
477307,1,21
477329,1,9
477355,2,0
477373,1,-1
477387,1,8
477409,2,0
477431,1,3
477453,2,2
477475,1,6
477497,1,2
477527,1,-2
477541,1,9
477575,1,-1
477585,1,0
477607,2,11
477629,1,1
477651,1,11
477673,2,4
477707,2,5
477717,2,3
477739,1,1
477755,3,4
477791,2,1
477805,1,1
477827,1,4
477849,2,-4
477871,3,1
477902,1,4
477924,2,9
477946,3,3
477968,1,5
477973,1,5
478003,1,6
478034,1,2
478039,1,22
478069,2,1
478100,1,4
478123,2,5
478127,1,3
478156,3,1
478171,1,4
478201,1,4
478232,2,4
478254,1,1
478259,1,7
478289,2,5
478303,2,4
478342,2,2
478364,2,3
478387,1,6
478398,1,9
478417,2,5
478434,1,0
478474,1,3
478484,1,0
478518,1,2
478541,2,2
478562,1,1
478587,1,22
478588,2,2
478614,2,1
478639,1,-1
478654,1,7
478684,2,16
478716,1,5
478720,1,5
478749,1,16
478764,1,1
478794,2,-1
478815,4,3
478830,1,3
478859,2,3
478879,3,4
478898,1,4
478921,1,1
478959,1,5
478981,2,7
478996,2,-1
479025,2,5
479047,2,1
479052,1,1
479074,2,8
479096,3,0
479128,2,3
479157,1,2
479180,2,1
479184,1,4
479206,2,13
479228,1,2
479250,2,8
479273,1,2
479294,1,5
479316,2,4
479338,3,7
479360,1,4
479399,1,6
479413,2,3
479442,2,2
479465,1,5
479487,2,-1
479492,1,1
479531,2,2
479536,1,4
479558,1,5
479580,1,5
479603,1,15
479641,1,-4
479663,1,12
479685,1,3
479707,2,0
479712,1,5
479734,2,13
479756,1,5
479778,2,4
479800,1,6
479822,2,-1
479844,1,1
479883,1,3
479905,1,7
479927,2,5
479949,1,18
479954,1,5
479976,2,4
479998,3,2
480021,1,2
480059,1,3
480081,2,-1
480103,3,5
480116,1,43
480135,1,3
480168,1,5
480182,1,8
480212,1,3
480222,1,5
480245,2,3
480270,1,-1
480292,2,1
480309,3,2
480343,1,2
480366,1,3
480387,2,2
480402,1,6
480424,2,2
480446,3,1
480464,1,-2
480487,3,19
480512,1,0
480531,1,0
480563,1,13
480585,1,3
480608,2,1
480630,1,1
480644,2,2
480666,1,3
480695,2,3
480710,2,1
480739,1,1
480750,1,-2
480781,2,6
480809,1,4
480828,1,4
480853,2,-1
480864,1,2
480886,2,3
480908,1,21
480926,1,5
480952,1,2
480974,1,4
480993,1,12
481018,1,0
481040,2,1
481069,1,11
481091,2,-2
481106,1,5
481128,1,2
481148,1,4
481181,1,3
481203,2,1
481216,1,-1
481238,2,6
481267,3,7
481290,1,1
481311,2,3
481335,1,1
481357,1,1
481370,1,-2
481392,1,2
481414,2,3
481443,1,2
481465,1,4
481488,2,-1
481502,1,3
481524,2,2
481554,1,2
481575,2,3
481590,1,4
481612,2,5
481630,2,14
481656,1,6
481677,2,-4
481698,1,8
481722,2,-2
481744,1,3
481766,2,-1
481788,3,5
481821,1,5
481835,2,4
481856,1,7
481876,1,0
481897,1,4
481920,1,9
481942,2,2
481956,1,8
481977,2,-1
482008,1,1
482041,1,0
482052,1,3
482073,2,0
482106,1,3
482118,1,9
482139,2,3
482162,1,9
482194,2,3
482206,1,0
482239,2,1
482260,3,9
482272,1,2
482293,1,1
482318,1,3
482340,1,-5
482359,2,-8
482392,1,4
482403,1,4
482437,2,3
482441,1,3
482470,1,2
482491,1,-5
482513,2,9
482537,1,-2
482569,1,-1
482580,1,7
482595,1,2
482617,2,19
482639,1,0
482661,2,8
482683,3,8
482721,2,8
482742,1,3
482764,1,1
482786,1,4
482808,2,8
482831,1,1
482841,1,8
482863,1,3
482887,2,2
482908,2,2
482940,2,4
482950,1,2
482974,2,5
483006,1,4
483027,1,4
483049,3,0
483061,1,1
483093,1,2
483115,2,6
483138,3,1
483160,3,5
483182,1,1
483192,2,5
483215,1,10
483249,1,12
483260,1,0
483280,2,20
483305,2,1
483337,1,8
483358,1,9
483382,1,2
483394,1,21
483413,1,-3
483446,1,13
483469,2,5
483481,1,24
483502,1,6
483525,1,-1
483554,2,7
483569,1,60
483603,1,5
483612,1,6
483634,2,0
483656,2,2
483691,1,1
483713,2,2
483723,1,7
483744,2,-6
483779,2,22
483801,2,7
483823,1,4
483845,2,2
483867,1,6
483876,1,15
483898,1,3
483920,1,1
483955,2,2
483977,1,20
483996,2,5
484021,2,-2
484030,2,-4
484052,1,4
484074,1,-3
484109,2,3
484130,2,15
484152,1,6
484162,2,2
484184,2,1
484206,2,20
484241,1,3
484250,1,6
484272,1,16
484294,1,-1
484329,1,7
484351,2,-1
484360,1,6
484395,1,4
484417,1,6
484418,1,4
484457,1,11
484480,1,5
484492,2,3
484514,1,5
484536,1,-4
484558,1,4
484580,2,2
484603,2,6
484623,1,1
484646,2,2
484677,1,3
484690,1,6
484712,2,-1
484744,1,3
484766,1,4
484788,2,3
484792,1,0
484814,2,2
484854,1,17
484875,2,-1
484888,1,1
484919,1,1
484942,1,-6
484964,1,6
484986,1,0
484997,1,8
485017,2,0
485041,1,3
485064,2,6
485085,2,1
485107,1,0
485128,2,0
485162,1,2
485183,2,-1
485205,1,12
485227,1,3
485248,1,-1
485272,2,4
485292,1,2
485316,2,11
485332,1,4
485358,2,5
485380,3,29
485398,2,-3
485415,2,1
485442,1,5
485468,2,2
485488,3,0
485504,1,4
485526,3,2
485552,1,4
485578,2,2
485596,1,-3
485620,3,-4
485636,2,0
485662,1,4
485684,1,5
485710,2,-1
485731,2,2
485746,1,-1
485768,3,9
485794,1,-1
485820,2,-2
485831,1,2
485854,1,3
485877,1,1
485900,1,15
485922,1,7
485941,1,5
485965,2,18
485985,1,0
486014,2,2
486032,1,4
486061,1,5
486076,1,2
486098,3,4
486119,1,1
486142,1,9
486172,2,5
486190,2,10
486212,1,2
486227,1,11
486250,2,1
486273,1,-1
486296,3,-1
486315,1,1
486337,2,8
486359,3,0
486381,4,-6
486406,1,1
486420,2,3
486463,1,5
486480,2,12
486507,1,19
486529,1,12
486551,1,3
486573,2,4
486574,1,-4
486617,1,4
486635,2,12
486657,1,8
486679,2,3
486701,3,5
486706,1,5
486749,1,-2
486766,3,5
486779,1,5
486801,2,2
486833,2,15
486854,2,2
486877,3,27
486903,2,12
486925,1,3
486926,1,1
486948,1,2
486986,1,27
487013,1,3
487021,1,5
487036,2,2
487079,1,5
487101,2,7
487123,2,17
487145,1,9
487163,2,4
487185,1,1
487211,1,2
487233,2,4
487241,1,6
487277,1,5
487299,2,4
487317,3,10
487338,1,1
487360,1,2
487382,1,2
487395,2,3
487427,1,3
487450,2,17
487470,1,1
487492,2,1
487514,3,-3
487537,1,0
487558,2,0
487580,3,4
487602,1,1
487625,2,3
487648,3,-4
487658,1,11
487692,1,10
487714,1,2
487727,2,19
487759,1,5
487781,2,2
487802,1,1
487824,1,-2
487846,2,4
487858,1,5
487879,2,0
487914,1,1
487936,2,3
487958,3,0
487968,1,13
487991,1,8
488013,1,0
488034,1,7
488056,1,15
488078,2,1
488100,2,2
488135,2,2
488155,1,8
488179,2,2
488188,1,4
488221,1,0
488243,1,-3
488264,2,4
488277,3,0
488299,2,7
488321,1,9
488343,2,5
488359,1,4
488398,2,2
488420,2,4
488442,3,4
488458,2,-1
488473,1,2
488496,2,1
488518,1,-3
488546,2,0
488561,1,0
488596,1,4
488618,1,-2
488634,2,11
488663,1,3
488684,3,-2
488688,1,2
488710,1,5
488744,2,4
488760,2,-1
488787,1,0
488809,3,0
488825,1,1
488860,2,6
488882,2,-2
488886,1,3
488926,1,3
488948,1,2
488970,1,2
488978,2,-1
489007,2,16
489029,1,0
489051,2,2
489064,1,6
489086,1,6
489120,1,3
489130,1,6
489153,2,17
489173,1,4
489208,1,2
489218,1,3
489240,2,10
489268,1,4
489290,2,7
489306,1,27
489328,1,9
489356,2,4
489372,1,-6
489395,1,8
489416,2,6
489438,1,7
489460,2,2
489483,3,2
489504,1,4
489526,1,4
489559,1,-4
489570,2,8
489604,1,2
489625,1,16
489647,1,3
489664,1,12
489680,1,4
489702,2,8
489723,2,11
489757,1,-2
489779,2,3
489796,2,4
489812,3,2
489834,1,11
489856,1,4
489891,1,1
489912,2,3
489922,1,46
489950,1,7
489977,1,3
489991,1,2
490013,2,1
490035,3,2
490067,1,5
490088,4,0
490101,1,1
490123,2,5
490145,3,7
490161,1,9
490191,1,1
490222,1,2
490233,2,0
490255,3,4
490278,2,4
490300,2,-3
490332,1,11
490354,2,2
490379,3,2
490398,1,5
490423,1,5
490445,3,2
490453,1,7
490474,2,3
490495,1,9
490533,2,1
490555,3,3
490576,2,3
490586,1,2
490609,1,4
490643,1,8
490665,2,5
490687,2,-2
490695,1,9
490716,2,4
490740,1,3
490759,1,8
490783,2,2
490819,1,2
490827,2,2
490851,2,-3
490869,1,3
490907,2,-2
490915,1,3
490937,1,5
490958,2,2
490984,2,2
491008,1,8
491030,2,3
491050,1,5
491081,1,4
491096,1,7
491118,3,2
491140,1,1
491160,1,0
491182,2,16
491203,2,1
491228,1,2
491250,1,4
491279,3,8
491284,1,6
491314,2,2
491336,1,5
491357,2,1
491372,2,-1
491404,1,-1
491426,1,2
491448,1,7
491470,2,0
491499,3,1
491520,1,1
491534,1,7
491556,2,4
491578,1,9
491592,3,-1
491631,2,2
491652,1,1
491664,1,8
491699,1,1
491721,2,1
491743,1,17
491765,1,6
491783,2,10
491806,1,3
491828,2,6
491852,3,4
491859,1,25
491880,3,7
491919,1,3
491941,2,4
491959,2,5
491981,1,3
491991,2,5
492013,1,6
492034,2,8
492056,3,21
492082,1,9
492100,2,1
492139,1,0
492144,1,-7
492183,1,9
492205,2,7
492227,1,-3
492249,2,4
492271,1,0
492277,1,5
492299,2,4
492322,3,0
492359,1,1
492381,2,11
492386,1,17
492425,1,15
492447,1,4
492466,1,4
492491,1,4
492513,1,6
492535,2,9
492557,1,-1
492579,2,1
492598,1,2
492623,1,-1
492629,1,4
492650,2,8
492689,1,11
492708,2,4
492733,1,4
492755,1,-2
492777,1,1
492786,1,3
492807,2,4
492830,1,-1
492852,1,3
492874,2,3
492894,1,-7
492918,2,11
492940,2,2
492959,3,8
492977,4,0
493013,1,5
493034,1,0
493060,2,2
493077,2,24
493094,1,6
493116,2,6
493139,2,1
493166,1,0
493188,1,11
493210,1,3
493232,2,0
493258,3,5
493270,1,6
493293,2,2
493324,2,-1
493336,1,3
493358,1,4
493380,1,7
493407,1,7
493429,2,9
493451,1,4
493474,2,3
493495,1,4
493517,2,14
493539,1,3
493567,2,3
493578,1,4
493600,2,3
493619,2,4
493641,3,9
493671,1,2
493694,2,2
493720,3,1
493737,1,2
493760,2,1
493781,1,0
493804,2,1
493826,3,12
493844,1,6
493866,2,13
493884,1,5
493921,2,3
493943,1,2
493950,1,4
493987,1,2
494005,1,1
494020,1,-1
494042,2,10
494064,3,0
494094,2,15
494119,1,24
494141,1,3
494160,2,20
494170,1,8
494192,2,2
494225,1,37
494247,3,6
494262,1,1
494288,1,0
494317,2,2
494339,1,1
494355,2,11
494380,1,13
494405,1,18
494424,2,9
494449,1,2
494460,1,-4
494490,1,1
494512,2,7
494526,2,4
494555,3,4
494581,1,5
494603,2,12
494621,1,1
494647,2,2
494658,1,-5
494676,1,7
494710,1,3
494730,2,2
494755,3,0
494769,1,9
494791,2,0
494814,3,4
494835,2,3
494855,1,8
494878,2,9
494900,2,-3
494922,2,1
494945,2,7
494968,2,-2
494989,1,1
495009,2,0
495033,1,-2
495055,2,7
495075,1,2
495097,2,0
495122,1,1
495144,2,3
495163,1,2
495185,1,6
495209,1,-2
495231,1,7
495252,1,1
495275,1,0
495297,2,0
495319,1,1
495341,2,9
495361,2,8
495383,1,4
495405,1,3
495428,1,16
495452,1,1
495471,2,-2
495496,1,4
495515,2,6
495537,1,4
495560,2,6
495584,1,2
495605,2,10
495628,2,1
495650,1,6
495672,2,1
495692,1,6
495714,2,5
495727,2,1
495767,1,0
495771,1,2
495793,1,1
495834,1,3
495842,1,1
495862,2,5
495883,2,7
495907,1,6
495927,2,5
495966,2,-4
495973,2,3
495996,1,-2
496015,3,4
496035,1,-1
496057,1,2
496083,2,5
496120,2,1
496141,1,-2
496148,1,2
496172,2,6
496194,1,8
496213,2,8
496237,1,9
496259,2,3
496281,1,1
496303,1,13
496340,1,2
496362,1,-1
496365,1,3
496391,2,4
496409,1,2
496431,1,-3
496453,1,2
496493,1,5
496497,2,0
496522,1,1
496545,1,1
496579,2,2
496589,1,9
496611,2,4
496633,1,4
496655,2,5
496677,3,5
496695,1,6
496728,1,-1
496742,2,1
496763,1,1
496794,1,14
496808,2,-2
496840,1,6
496858,1,-1
496880,2,3
496904,1,2
496917,3,3
496948,1,4
496970,1,5
496992,1,3
497014,1,7
497027,1,3
497059,2,3
497071,1,5
497093,2,0
497124,1,1
497146,1,3
497158,3,1
497190,1,-1
497203,1,2
497225,2,-1
497258,1,3
497278,2,3
497300,1,5
497322,1,1
497344,1,1
497366,1,5
497388,2,2
497410,3,2
497435,1,4
497458,2,1
497467,1,3
497489,2,-3
497514,2,-4
497532,1,15
497555,3,5
497576,1,2
497600,2,8
497621,2,4
497655,2,6
497683,2,4
497698,2,4
497709,1,4
497730,1,7
497765,2,0
497788,4,-1
497797,1,4
497819,2,8
497840,1,13
497867,1,11
497885,1,4
497911,2,2
497929,1,0
497951,2,6
497973,3,3
497996,1,8
498018,2,3
498039,1,5
498073,1,2
498088,1,0
498109,3,-1
498139,1,1
498162,2,15
498183,1,6
498211,2,5
498233,1,1
498249,2,13
498275,1,15
498282,1,6
498304,2,-5
498343,1,-1
498365,1,5
498387,2,3
498404,1,-2
498431,2,6
498453,3,5
498475,4,2
498497,2,1
498519,3,0
498527,1,8
498549,2,9
498571,1,2
498593,1,7
498616,2,42
498639,1,8
498661,2,-1
498681,1,6
498715,1,4
498737,2,3
498749,1,0
498781,1,0
498791,1,3
498813,2,1
498844,1,-1
498858,1,6
498878,2,11
498902,1,3
498924,1,1
498957,2,0
498979,3,3
499001,2,4
499012,1,5
499033,2,2
499067,1,5
499077,1,2
499099,2,1
499121,1,6
499143,2,2
499165,3,4
499189,1,7
499211,2,8
499243,1,6
499265,2,2
499287,2,10
499307,2,20
499329,1,-2
499353,4,2
499363,1,4
499385,1,0
499407,1,3
499429,2,1
499451,1,0
499473,1,5
499496,2,3
499513,1,3
499534,2,6
499556,3,-1
499578,1,4
499601,2,2
499623,3,-1
499663,1,9
499685,2,0
499707,3,2
499725,1,-2
499738,2,-1
499773,2,1
499790,2,0
499812,3,2
499825,1,17
499847,1,0
499870,2,0
499892,1,1
499922,2,21
499935,1,-3
499971,1,0
499980,2,-2
500002,1,-3
500024,3,0
500059,2,14
500078,1,11
500098,1,8
500120,3,1
500142,4,0
500156,1,4
500179,1,12
500199,2,0
500224,1,4
500244,1,6
500266,2,14
500287,1,6
500310,4,0
500345,1,1
500367,1,14
500389,1,3
500406,2,6
500433,3,0
500455,1,11
500477,1,-4
500489,2,18
500521,1,1
500540,2,5
500555,3,6
500582,1,8
500609,1,-2
500616,1,13
500638,1,2
500660,2,7
500683,3,4
500704,2,5
500732,1,16
500754,2,3
500769,2,0
500794,3,1
500814,1,13
500835,2,2
500856,2,1
500878,1,15
500909,2,2
500936,2,6
500953,1,8
500975,3,-1
500988,2,2
501011,1,-2
501032,1,5
501054,3,1
501076,1,5
501098,2,-5
501119,1,4
501155,1,2
501176,2,5
501199,2,2
501209,1,-4
501231,2,4
501264,2,2
501274,2,7
501296,1,7
501318,2,5
501353,1,19
501375,1,2
501398,1,26
501405,2,0
501427,1,5
501449,2,4
501471,1,0
501493,3,2
501530,1,2
501536,1,0
501559,4,0
501596,1,28
501614,1,4
501639,2,16
501647,1,5
501669,2,0
501690,3,-3
501724,1,9
501746,2,6
501771,1,4
501797,1,26
501819,1,1
501826,2,1
501847,3,9
501870,2,-2
501907,1,1
501924,1,9
501949,1,0
501958,2,1
501980,3,9
502002,1,13
502039,2,0
502047,2,4
502069,1,3
502090,1,3
502127,1,1
502134,1,1
502158,1,4
502178,1,1
502215,3,2
502222,1,-1
502259,1,1
502281,1,1
502287,1,-2
502309,2,0
502347,2,68
502367,1,7
502389,2,2
502396,1,6
502435,2,4
502455,1,9
502477,2,3
502499,1,2
502507,1,0
502528,1,1
502567,1,-2
502589,1,1
502611,1,4
502633,2,1
502655,3,2
502677,2,0
502699,3,-2
502719,1,5
502741,2,8
502763,1,4
502785,2,2
502790,1,0
502812,3,4
502853,1,-2
502862,1,2
502884,1,2
502918,3,4
502939,1,4
502961,2,6
502971,1,8
502993,3,2
503015,1,2
503037,1,2
503059,2,1
503095,1,2
503103,1,21
503125,1,3
503147,2,0
503181,1,16
503191,1,8
503213,2,3
503247,1,8
503269,2,4
503291,1,1
503301,1,51
503318,1,3
503358,1,2
503380,3,2
503402,1,0
503423,2,5
503434,1,-2
503456,1,5
503489,1,6
503512,2,7
503531,2,2
503555,3,6
503566,2,2
503597,1,-3
503621,2,4
503633,1,4
503655,2,4
503686,1,2
503707,2,6
503730,2,5
503745,1,3
503767,3,-2
503787,1,11
503808,2,2
503831,2,4
503852,1,0
503874,1,7
503896,2,0
503917,2,1
503950,1,9
503973,2,6
503985,1,4
504007,2,-3
504029,2,2
504061,1,5
504071,2,23
504105,1,6
504127,2,0
504137,1,1
504159,2,2
504183,1,0
504207,1,2
504227,2,1
504249,2,12
504271,1,9
504292,2,5
504314,1,1
504337,2,5
504357,1,6
