,PlayId,Stadium,StadiumType
496738,20181230030184,NRG,
496760,20181230030262,NRG,
496782,20181230030547,NRG,
496804,20181230030775,NRG,
496826,20181230030957,NRG,
496848,20181230031143,NRG,
496870,20181230031165,NRG,
496892,20181230031235,NRG,
496914,20181230031406,NRG,
496936,20181230031586,NRG,
496958,20181230031634,NRG,
496980,20181230031715,NRG,
497002,20181230031787,NRG,
497024,20181230031841,NRG,
497046,20181230032006,NRG,
497068,20181230032163,NRG,
497090,20181230032185,NRG,
497112,20181230032297,NRG,
497134,20181230032381,NRG,
497156,20181230032657,NRG,
497178,20181230032699,NRG,
497200,20181230032887,NRG,
497222,20181230032956,NRG,
497244,20181230033040,NRG,
497266,20181230033446,NRG,
497288,20181230033760,NRG,
497310,20181230033836,NRG,
497332,20181230033981,NRG,
497354,20181230034025,NRG,
497376,20181230034064,NRG,
497398,20181230034086,NRG,
497420,20181230040157,Arrowhead Stadium,outdoor
497442,20181230040179,Arrowhead Stadium,outdoor
497464,20181230040268,Arrowhead Stadium,outdoor
497486,20181230040346,Arrowhead Stadium,outdoor
497508,20181230040520,Arrowhead Stadium,outdoor
497530,20181230040567,Arrowhead Stadium,outdoor
497552,20181230040653,Arrowhead Stadium,outdoor
497574,20181230040766,Arrowhead Stadium,outdoor
497596,20181230040788,Arrowhead Stadium,outdoor
497618,20181230040901,Arrowhead Stadium,outdoor
497640,20181230041148,Arrowhead Stadium,outdoor
497662,20181230041279,Arrowhead Stadium,outdoor
497684,20181230041329,Arrowhead Stadium,outdoor
497706,20181230041405,Arrowhead Stadium,outdoor
497728,20181230041452,Arrowhead Stadium,outdoor
497750,20181230041546,Arrowhead Stadium,outdoor
497772,20181230041593,Arrowhead Stadium,outdoor
497794,20181230041615,Arrowhead Stadium,outdoor
497816,20181230041637,Arrowhead Stadium,outdoor
497838,20181230041659,Arrowhead Stadium,outdoor
497860,20181230041681,Arrowhead Stadium,outdoor
497882,20181230041756,Arrowhead Stadium,outdoor
497904,20181230041890,Arrowhead Stadium,outdoor
497926,20181230042057,Arrowhead Stadium,outdoor
497948,20181230042096,Arrowhead Stadium,outdoor
497970,20181230042135,Arrowhead Stadium,outdoor
497992,20181230042265,Arrowhead Stadium,outdoor
498014,20181230042287,Arrowhead Stadium,outdoor
498036,20181230042359,Arrowhead Stadium,outdoor
498058,20181230042515,Arrowhead Stadium,outdoor
498080,20181230042695,Arrowhead Stadium,outdoor
498102,20181230042748,Arrowhead Stadium,outdoor
498124,20181230042892,Arrowhead Stadium,outdoor
498146,20181230042961,Arrowhead Stadium,outdoor
498168,20181230042983,Arrowhead Stadium,outdoor
498190,20181230043005,Arrowhead Stadium,outdoor
498212,20181230043027,Arrowhead Stadium,outdoor
498234,20181230043066,Arrowhead Stadium,outdoor
498256,20181230043125,Arrowhead Stadium,outdoor
498278,20181230043183,Arrowhead Stadium,outdoor
498300,20181230043261,Arrowhead Stadium,outdoor
498322,20181230043341,Arrowhead Stadium,outdoor
498344,20181230043395,Arrowhead Stadium,outdoor
498366,20181230043417,Arrowhead Stadium,outdoor
498388,20181230043464,Arrowhead Stadium,outdoor
498410,20181230043486,Arrowhead Stadium,outdoor
498432,20181230043508,Arrowhead Stadium,outdoor
498454,20181230043530,Arrowhead Stadium,outdoor
498476,20181230043574,Arrowhead Stadium,outdoor
498498,20181230043620,Arrowhead Stadium,outdoor
498520,20181230043664,Arrowhead Stadium,outdoor
498542,20181230043686,Arrowhead Stadium,outdoor
498564,20181230043708,Arrowhead Stadium,outdoor
498586,20181230050140,U.S. Bank Stadium,indoor
498608,20181230050164,U.S. Bank Stadium,indoor
498630,20181230050192,U.S. Bank Stadium,indoor
498652,20181230050214,U.S. Bank Stadium,indoor
498674,20181230050288,U.S. Bank Stadium,indoor
498696,20181230050353,U.S. Bank Stadium,indoor
498718,20181230050377,U.S. Bank Stadium,indoor
498740,20181230050472,U.S. Bank Stadium,indoor
498762,20181230050567,U.S. Bank Stadium,indoor
498784,20181230050659,U.S. Bank Stadium,indoor
498806,20181230050681,U.S. Bank Stadium,indoor
498828,20181230050915,U.S. Bank Stadium,indoor
498850,20181230051262,U.S. Bank Stadium,indoor
498872,20181230051284,U.S. Bank Stadium,indoor
498894,20181230051308,U.S. Bank Stadium,indoor
498916,20181230051413,U.S. Bank Stadium,indoor
498938,20181230051497,U.S. Bank Stadium,indoor
498960,20181230051519,U.S. Bank Stadium,indoor
498982,20181230051563,U.S. Bank Stadium,indoor
499004,20181230051669,U.S. Bank Stadium,indoor
499026,20181230051691,U.S. Bank Stadium,indoor
499048,20181230051842,U.S. Bank Stadium,indoor
499070,20181230052072,U.S. Bank Stadium,indoor
499092,20181230052094,U.S. Bank Stadium,indoor
499114,20181230052148,U.S. Bank Stadium,indoor
499136,20181230052170,U.S. Bank Stadium,indoor
499158,20181230052194,U.S. Bank Stadium,indoor
499180,20181230052216,U.S. Bank Stadium,indoor
499202,20181230052238,U.S. Bank Stadium,indoor
499224,20181230052416,U.S. Bank Stadium,indoor
499246,20181230052438,U.S. Bank Stadium,indoor
499268,20181230052542,U.S. Bank Stadium,indoor
499290,20181230052622,U.S. Bank Stadium,indoor
499312,20181230052644,U.S. Bank Stadium,indoor
499334,20181230052773,U.S. Bank Stadium,indoor
499356,20181230052922,U.S. Bank Stadium,indoor
499378,20181230053010,U.S. Bank Stadium,indoor
499400,20181230053085,U.S. Bank Stadium,indoor
499422,20181230053107,U.S. Bank Stadium,indoor
499444,20181230053162,U.S. Bank Stadium,indoor
499466,20181230053292,U.S. Bank Stadium,indoor
499488,20181230053314,U.S. Bank Stadium,indoor
499510,20181230053478,U.S. Bank Stadium,indoor
499532,20181230053500,U.S. Bank Stadium,indoor
499554,20181230053522,U.S. Bank Stadium,indoor
499576,20181230053691,U.S. Bank Stadium,indoor
499598,20181230053730,U.S. Bank Stadium,indoor
499620,20181230053769,U.S. Bank Stadium,indoor
499642,20181230060051,Gillette Stadium,outdoor
499664,20181230060073,Gillette Stadium,outdoor
499686,20181230060095,Gillette Stadium,outdoor
499708,20181230060148,Gillette Stadium,outdoor
499730,20181230060259,Gillette Stadium,outdoor
499752,20181230060360,Gillette Stadium,outdoor
499774,20181230060432,Gillette Stadium,outdoor
499796,20181230060454,Gillette Stadium,outdoor
499818,20181230060601,Gillette Stadium,outdoor
499840,20181230060623,Gillette Stadium,outdoor
499862,20181230060689,Gillette Stadium,outdoor
499884,20181230060744,Gillette Stadium,outdoor
499906,20181230061011,Gillette Stadium,outdoor
499928,20181230061106,Gillette Stadium,outdoor
499950,20181230061259,Gillette Stadium,outdoor
499972,20181230061447,Gillette Stadium,outdoor
499994,20181230061567,Gillette Stadium,outdoor
500016,20181230061620,Gillette Stadium,outdoor
500038,20181230061691,Gillette Stadium,outdoor
500060,20181230061738,Gillette Stadium,outdoor
500082,20181230061783,Gillette Stadium,outdoor
500104,20181230061827,Gillette Stadium,outdoor
500126,20181230061866,Gillette Stadium,outdoor
500148,20181230061952,Gillette Stadium,outdoor
500170,20181230062189,Gillette Stadium,outdoor
500192,20181230062243,Gillette Stadium,outdoor
500214,20181230062337,Gillette Stadium,outdoor
500236,20181230062448,Gillette Stadium,outdoor
500258,20181230062470,Gillette Stadium,outdoor
500280,20181230062519,Gillette Stadium,outdoor
500302,20181230062607,Gillette Stadium,outdoor
500324,20181230062635,Gillette Stadium,outdoor
500346,20181230062682,Gillette Stadium,outdoor
500368,20181230062704,Gillette Stadium,outdoor
500390,20181230062726,Gillette Stadium,outdoor
500412,20181230062748,Gillette Stadium,outdoor
500434,20181230063297,Gillette Stadium,outdoor
500456,20181230063325,Gillette Stadium,outdoor
500478,20181230063347,Gillette Stadium,outdoor
500500,20181230063375,Gillette Stadium,outdoor
500522,20181230063397,Gillette Stadium,outdoor
500544,20181230063419,Gillette Stadium,outdoor
500566,20181230063441,Gillette Stadium,outdoor
500588,20181230063745,Gillette Stadium,outdoor
500610,20181230063852,Gillette Stadium,outdoor
500632,20181230070074,Mercedes-Benz Superdome,
500654,20181230070201,Mercedes-Benz Superdome,
500676,20181230070223,Mercedes-Benz Superdome,
500698,20181230070270,Mercedes-Benz Superdome,
500720,20181230070436,Mercedes-Benz Superdome,
500742,20181230070509,Mercedes-Benz Superdome,
500764,20181230070632,Mercedes-Benz Superdome,
500786,20181230070658,Mercedes-Benz Superdome,
500808,20181230070680,Mercedes-Benz Superdome,
500830,20181230070782,Mercedes-Benz Superdome,
500852,20181230070862,Mercedes-Benz Superdome,
500874,20181230070888,Mercedes-Benz Superdome,
500896,20181230071002,Mercedes-Benz Superdome,
500918,20181230071074,Mercedes-Benz Superdome,
500940,20181230071198,Mercedes-Benz Superdome,
500962,20181230071246,Mercedes-Benz Superdome,
500984,20181230071329,Mercedes-Benz Superdome,
501006,20181230071453,Mercedes-Benz Superdome,
501028,20181230071555,Mercedes-Benz Superdome,
501050,20181230071603,Mercedes-Benz Superdome,
501072,20181230071625,Mercedes-Benz Superdome,
501094,20181230071647,Mercedes-Benz Superdome,
501116,20181230071946,Mercedes-Benz Superdome,
501138,20181230072173,Mercedes-Benz Superdome,
501160,20181230072246,Mercedes-Benz Superdome,
501182,20181230072424,Mercedes-Benz Superdome,
501204,20181230072488,Mercedes-Benz Superdome,
501226,20181230072510,Mercedes-Benz Superdome,
501248,20181230072602,Mercedes-Benz Superdome,
501270,20181230072690,Mercedes-Benz Superdome,
501292,20181230072712,Mercedes-Benz Superdome,
501314,20181230072734,Mercedes-Benz Superdome,
501336,20181230072854,Mercedes-Benz Superdome,
501358,20181230072886,Mercedes-Benz Superdome,
501380,20181230072979,Mercedes-Benz Superdome,
501402,20181230073216,Mercedes-Benz Superdome,
501424,20181230073271,Mercedes-Benz Superdome,
501446,20181230073300,Mercedes-Benz Superdome,
501468,20181230073353,Mercedes-Benz Superdome,
501490,20181230073404,Mercedes-Benz Superdome,
501512,20181230073471,Mercedes-Benz Superdome,
501534,20181230073549,Mercedes-Benz Superdome,
501556,20181230073624,Mercedes-Benz Superdome,
501578,20181230073650,Mercedes-Benz Superdome,
501600,20181230073678,Mercedes-Benz Superdome,
501622,20181230073700,Mercedes-Benz Superdome,
501644,20181230073799,Mercedes-Benz Superdome,
501666,20181230073821,Mercedes-Benz Superdome,
501688,20181230073843,Mercedes-Benz Superdome,
501710,20181230073908,Mercedes-Benz Superdome,
501732,20181230073930,Mercedes-Benz Superdome,
501754,20181230073952,Mercedes-Benz Superdome,
501776,20181230080096,MetLife Stadium,
501798,20181230080124,MetLife Stadium,
501820,20181230080253,MetLife Stadium,
501842,20181230080275,MetLife Stadium,
501864,20181230080350,MetLife Stadium,
501886,20181230080447,MetLife Stadium,
501908,20181230080494,MetLife Stadium,
501930,20181230080551,MetLife Stadium,
501952,20181230080636,MetLife Stadium,
501974,20181230080658,MetLife Stadium,
501996,20181230080713,MetLife Stadium,
502018,20181230080867,MetLife Stadium,
502040,20181230081184,MetLife Stadium,
502062,20181230081231,MetLife Stadium,
502084,20181230081278,MetLife Stadium,
502106,20181230081452,MetLife Stadium,
502128,20181230081573,MetLife Stadium,
502150,20181230081645,MetLife Stadium,
502172,20181230081745,MetLife Stadium,
502194,20181230081924,MetLife Stadium,
502216,20181230082249,MetLife Stadium,
502238,20181230082345,MetLife Stadium,
502260,20181230082452,MetLife Stadium,
502282,20181230082614,MetLife Stadium,
502304,20181230082733,MetLife Stadium,
502326,20181230082877,MetLife Stadium,
502348,20181230082899,MetLife Stadium,
502370,20181230082921,MetLife Stadium,
502392,20181230083023,MetLife Stadium,
502414,20181230083205,MetLife Stadium,
502436,20181230083305,MetLife Stadium,
502458,20181230083331,MetLife Stadium,
502480,20181230083353,MetLife Stadium,
502502,20181230083440,MetLife Stadium,
502524,20181230083538,MetLife Stadium,
502546,20181230083612,MetLife Stadium,
502568,20181230083720,MetLife Stadium,
502590,20181230083839,MetLife Stadium,
502612,20181230083861,MetLife Stadium,
502634,20181230083883,MetLife Stadium,
502656,20181230084104,MetLife Stadium,
502678,20181230084143,MetLife Stadium,
502700,20181230090059,Heinz Field,outdoor
502722,20181230090128,Heinz Field,outdoor
502744,20181230090198,Heinz Field,outdoor
502766,20181230090220,Heinz Field,outdoor
502788,20181230090321,Heinz Field,outdoor
502810,20181230090368,Heinz Field,outdoor
502832,20181230090410,Heinz Field,outdoor
502854,20181230090514,Heinz Field,outdoor
502876,20181230090587,Heinz Field,outdoor
502898,20181230090905,Heinz Field,outdoor
502920,20181230090927,Heinz Field,outdoor
502942,20181230091041,Heinz Field,outdoor
502964,20181230091202,Heinz Field,outdoor
502986,20181230091249,Heinz Field,outdoor
503008,20181230091296,Heinz Field,outdoor
503030,20181230091343,Heinz Field,outdoor
503052,20181230091913,Heinz Field,outdoor
503074,20181230091988,Heinz Field,outdoor
503096,20181230092090,Heinz Field,outdoor
503118,20181230092118,Heinz Field,outdoor
503140,20181230092407,Heinz Field,outdoor
503162,20181230092528,Heinz Field,outdoor
503184,20181230092632,Heinz Field,outdoor
503206,20181230092654,Heinz Field,outdoor
503228,20181230092772,Heinz Field,outdoor
503250,20181230092800,Heinz Field,outdoor
503272,20181230092953,Heinz Field,outdoor
503294,20181230093264,Heinz Field,outdoor
503316,20181230093286,Heinz Field,outdoor
503338,20181230093467,Heinz Field,outdoor
503360,20181230093514,Heinz Field,outdoor
503382,20181230093626,Heinz Field,outdoor
503404,20181230100081,Raymond James Stadium,outdoor
503426,20181230100151,Raymond James Stadium,outdoor
503448,20181230100204,Raymond James Stadium,outdoor
503470,20181230100378,Raymond James Stadium,outdoor
503492,20181230100400,Raymond James Stadium,outdoor
503514,20181230100469,Raymond James Stadium,outdoor
503536,20181230100630,Raymond James Stadium,outdoor
503558,20181230100770,Raymond James Stadium,outdoor
503580,20181230100843,Raymond James Stadium,outdoor
503602,20181230100865,Raymond James Stadium,outdoor
503624,20181230101025,Raymond James Stadium,outdoor
503646,20181230101047,Raymond James Stadium,outdoor
503668,20181230101127,Raymond James Stadium,outdoor
503690,20181230101218,Raymond James Stadium,outdoor
503712,20181230101262,Raymond James Stadium,outdoor
503734,20181230101546,Raymond James Stadium,outdoor
503756,20181230101599,Raymond James Stadium,outdoor
503778,20181230101647,Raymond James Stadium,outdoor
503800,20181230101699,Raymond James Stadium,outdoor
503822,20181230102262,Raymond James Stadium,outdoor
503844,20181230102348,Raymond James Stadium,outdoor
503866,20181230102392,Raymond James Stadium,outdoor
503888,20181230102467,Raymond James Stadium,outdoor
503910,20181230102542,Raymond James Stadium,outdoor
503932,20181230102621,Raymond James Stadium,outdoor
503954,20181230102696,Raymond James Stadium,outdoor
503976,20181230102813,Raymond James Stadium,outdoor
503998,20181230102913,Raymond James Stadium,outdoor
504020,20181230102982,Raymond James Stadium,outdoor
504042,20181230103083,Raymond James Stadium,outdoor
504064,20181230103208,Raymond James Stadium,outdoor
504086,20181230103262,Raymond James Stadium,outdoor
504108,20181230103284,Raymond James Stadium,outdoor
504130,20181230103390,Raymond James Stadium,outdoor
504152,20181230103412,Raymond James Stadium,outdoor
504174,20181230103459,Raymond James Stadium,outdoor
504196,20181230103563,Raymond James Stadium,outdoor
504218,20181230103807,Raymond James Stadium,outdoor
504240,20181230103983,Raymond James Stadium,outdoor
504262,20181230104030,Raymond James Stadium,outdoor
504284,20181230104069,Raymond James Stadium,outdoor
504306,20181230104091,Raymond James Stadium,outdoor
504328,20181230104166,Raymond James Stadium,outdoor
504350,20181230110155,Nissan Stadium,outdoor
504372,20181230110205,Nissan Stadium,outdoor
504394,20181230110281,Nissan Stadium,outdoor
504416,20181230110351,Nissan Stadium,outdoor
504438,20181230110548,Nissan Stadium,outdoor
504460,20181230110592,Nissan Stadium,outdoor
504482,20181230110675,Nissan Stadium,outdoor
504504,20181230110701,Nissan Stadium,outdoor
504526,20181230110723,Nissan Stadium,outdoor
504548,20181230110792,Nissan Stadium,outdoor
504570,20181230110814,Nissan Stadium,outdoor
504592,20181230110836,Nissan Stadium,outdoor
504614,20181230110875,Nissan Stadium,outdoor
504636,20181230110897,Nissan Stadium,outdoor
504658,20181230111055,Nissan Stadium,outdoor
504680,20181230111180,Nissan Stadium,outdoor
504702,20181230111208,Nissan Stadium,outdoor
504724,20181230111366,Nissan Stadium,outdoor
504746,20181230111598,Nissan Stadium,outdoor
504768,20181230111620,Nissan Stadium,outdoor
504790,20181230111695,Nissan Stadium,outdoor
504812,20181230112205,Nissan Stadium,outdoor
