,DefendersInTheBox,Yards
441073,7,1
441086,6,0
441108,6,53
441140,6,10
441162,7,1
441174,6,10
441208,7,3
441230,6,3
441249,7,2
441272,6,3
441293,6,-1
441305,6,0
441328,6,13
441349,6,2
441382,11,1
441393,6,3
441417,6,18
441438,6,8
441473,6,-1
441495,7,-3
441505,6,13
441536,7,-2
441547,6,2
441580,7,5
441591,6,5
441624,8,0
441646,9,3
441668,9,0
441686,6,2
441702,6,33
441730,7,2
441740,6,2
441762,6,17
441800,7,2
441818,7,-1
441828,6,-2
441862,6,8
441884,6,3
441910,6,7
441928,7,2
441954,7,-2
441960,6,-3
441982,5,4
442005,7,6
442027,7,3
442049,6,1
442084,7,7
442104,8,5
442126,9,0
442148,10,0
442170,10,1
442192,6,1
442218,8,30
442224,6,3
442246,6,13
442269,5,17
442290,8,0
442328,6,23
442334,6,3
442372,6,17
442390,6,7
442412,6,4
442434,6,17
442461,6,2
442482,6,16
442500,8,2
442511,6,7
442545,7,-2
442566,7,3
442591,6,7
442598,6,6
442622,6,5
442642,7,0
442664,7,2
442695,7,5
442716,6,5
442733,7,5
442759,6,7
442777,8,3
442813,8,2
442828,7,4
442849,5,11
442866,6,4
442887,8,0
442909,7,1
442931,7,0
442967,7,12
442988,7,3
443011,7,3
443026,7,5
443042,6,6
443064,6,2
443085,8,0
443108,6,6
443130,6,1
443164,7,6
443177,6,3
443200,7,4
443220,6,2
443245,7,4
443261,8,16
443284,7,27
443318,7,3
443339,6,12
443361,7,1
443371,8,4
443394,7,4
443418,6,3
443432,7,18
443459,7,3
443486,6,5
443505,6,1
443531,7,7
443548,6,2
443582,8,0
443603,7,11
443625,8,-1
443640,6,8
443662,8,0
443680,7,8
443702,6,0
443724,6,5
443750,9,0
443770,7,2
443795,7,15
443827,10,0
443842,10,1
443858,8,5
443879,6,32
443899,7,1
443937,7,7
443959,8,0
443981,6,4
443987,6,4
444020,7,10
444042,8,-4
444065,6,6
444087,7,3
444113,8,2
444130,7,1
444157,6,1
444166,6,18
444201,6,5
444219,7,0
444232,6,5
444263,6,4
444276,6,2
444311,6,7
444329,6,5
444355,7,2
444373,6,4
444395,6,1
444408,6,2
444430,6,18
444461,6,12
444472,7,5
444509,7,2
444531,8,2
444546,10,2
444562,7,0
444581,7,1
444615,8,3
444641,8,6
444663,7,3
444678,11,1
444707,7,5
444719,8,20
444751,7,6
444773,8,8
444795,7,3
444811,7,1
444835,7,4
444857,7,3
444869,8,3
444891,7,3
444915,8,-2
444949,6,5
444971,5,3
444993,7,1
445004,8,3
445026,7,0
445059,7,3
445081,7,15
445103,5,1
445114,4,11
445147,6,15
445158,8,11
445180,8,3
445199,8,1
445224,8,2
445246,8,9
445279,7,4
445300,6,5
445322,6,2
445344,6,6
445353,8,-1
445374,7,0
445408,7,0
445431,6,2
445453,4,7
445477,6,6
445499,10,0
445521,8,0
445543,6,20
445554,7,2
445586,6,-1
445598,8,1
445620,8,8
445642,8,4
445664,8,2
445694,7,10
445719,6,5
445740,6,19
445762,8,2
445783,6,23
445803,6,1
445818,6,0
445840,7,2
445862,7,3
445895,7,5
445917,6,1
445939,7,11
445961,7,8
445982,7,1
446004,7,3
446026,7,3
446031,7,-2
446054,6,7
446093,7,6
446108,6,0
446120,7,0
446141,7,6
446163,6,1
446202,7,4
446218,7,3
446229,7,90
446269,7,1
446291,7,3
446313,7,-1
446334,8,-2
446339,7,-2
446371,7,14
446383,7,3
446405,7,-4
446444,7,9
446466,7,-4
446471,7,3
446497,7,-5
446532,6,18
446548,6,5
446576,7,0
446581,7,3
446620,7,7
446626,6,-4
446664,8,2
446686,7,13
446708,8,4
446730,8,3
446752,9,3
446774,9,3
446796,7,11
446809,6,2
446832,8,5
446860,8,14
446882,8,2
446904,7,3
446918,7,3
446940,8,1
446961,7,0
446992,7,5
447016,7,0
447029,7,2
447058,6,6
447072,7,4
447093,7,3
447116,8,5
447137,8,2
447159,8,2
447182,11,0
447204,10,0
447235,7,99
447248,8,2
447270,8,2
447301,7,2
447323,7,3
447338,8,-4
447367,5,16
447380,6,5
447411,7,54
447420,6,7
447448,7,5
447470,7,1
447500,8,-3
447522,7,1
447543,7,1
447565,6,10
447588,7,11
447602,9,0
447624,9,-1
447653,8,-1
447665,6,7
447690,8,1
447712,8,2
447733,6,1
447762,7,2
447777,8,0
447793,8,0
447816,7,5
447843,6,4
447863,7,-2
447885,7,5
447909,7,5
447931,6,6
447960,7,15
447973,7,-1
447994,8,4
448015,6,4
448038,8,4
448060,11,-2
448085,7,15
448108,7,3
448136,7,2
448150,8,4
448174,6,1
448194,6,-3
448217,6,-2
448240,7,2
448262,7,0
448281,7,0
448302,7,6
448325,9,1
448348,7,1
448371,6,-1
448397,6,1
448415,7,1
448435,7,0
448456,8,34
448480,7,0
448500,8,1
448524,6,1
448548,7,8
448572,7,1
448588,7,0
448617,7,6
448642,7,3
448661,6,2
448676,8,4
448698,8,1
448720,11,1
448752,6,3
448762,7,1
448797,7,4
448820,7,4
448841,5,32
448863,6,5
448872,6,9
448894,6,2
448916,6,-1
448950,8,6
448972,5,10
448994,7,5
449004,7,0
449039,6,4
449060,7,3
449082,6,1
449105,6,0
449114,6,-5
449148,6,14
449170,7,4
449192,6,4
449215,6,23
449237,6,1
449258,7,3
449280,7,8
449304,6,1
449324,6,3
449334,7,2
449356,6,12
449378,6,6
449400,6,0
449435,6,21
449456,8,4
449479,6,-3
449501,6,3
449510,6,2
449544,8,3
449566,10,0
449588,7,3
449610,8,2
449624,3,19
449643,6,5
449666,7,2
449688,6,0
449709,7,4
449745,7,3
449762,8,3
449775,7,-2
449795,7,5
449820,6,-1
449855,7,3
449864,7,7
449887,11,0
449908,11,1
449943,8,0
449965,7,2
449987,7,7
450009,7,13
450013,7,5
450040,5,5
450075,8,1
450093,6,0
450105,7,2
450141,9,0
450150,7,25
450172,6,2
450193,6,2
450229,6,0
450245,7,51
450273,8,4
450295,7,29
450314,7,-6
450325,6,4
450347,7,1
450369,6,6
450393,7,0
450427,8,-1
450449,8,5
450457,6,5
450479,7,5
450503,6,-3
450536,8,9
450557,7,-2
450567,5,4
450589,6,13
450611,6,2
450636,7,4
450658,7,4
450677,6,2
450701,7,-2
450734,8,1
450756,8,4
450778,7,2
450787,7,2
450811,6,5
450833,6,17
450855,7,4
450888,7,5
450910,8,8
450931,7,1
450941,6,1
450963,6,7
450998,8,-4
451019,7,14
451043,7,2
451065,7,29
451075,6,5
451098,6,6
451117,6,4
451142,6,12
451163,6,7
451185,6,-2
451218,8,1
451240,7,3
451251,6,5
451284,7,4
451306,7,-2
451328,7,4
451350,7,7
451371,8,-2
451394,7,6
451416,5,5
451425,7,0
451453,8,0
451470,7,0
451497,6,3
451513,7,6
451535,6,2
451563,6,-3
451585,7,-3
451608,8,3
451623,7,4
451653,8,7
451668,6,2
451695,6,-4
451712,7,4
451740,6,2
451755,6,2
451778,6,-1
451806,6,0
451829,7,11
451851,8,-1
451873,8,3
451887,7,7
451916,6,7
451938,5,5
451959,7,5
451984,6,-2
451998,7,0
452019,7,3
452041,7,0
452064,6,0
452092,6,13
452114,6,5
452130,8,2
452152,7,0
452180,5,2
452194,6,3
452223,6,5
452245,6,0
452264,7,3
452289,6,5
452317,6,6
452335,8,1
452352,6,8
452374,7,7
452392,7,14
452418,6,11
452440,8,2
452459,9,3
452487,6,9
452509,7,2
452528,6,4
452550,8,2
452568,6,0
452588,7,1
452619,7,8
452642,6,3
452665,7,0
452688,6,4
452700,6,15
452726,6,0
452748,6,6
452770,5,3
452792,8,0
452814,7,7
452834,7,3
452855,6,9
452877,7,8
452902,8,4
452928,7,13
452950,6,12
452972,6,3
452995,6,5
453017,6,1
453035,9,2
453061,6,2
453078,7,3
453100,7,4
453122,7,3
453148,6,6
453170,7,3
453192,7,5
453214,5,1
453238,6,-1
453259,6,-1
453281,6,3
453294,6,3
453317,7,5
453339,7,2
453364,7,3
453386,8,4
453408,6,3
453430,8,4
453452,7,0
453474,7,5
453496,8,3
453511,11,2
453543,6,4
453565,7,36
453580,7,-2
453608,7,4
453630,7,5
453650,7,1
453672,6,4
453696,7,54
453711,7,0
453749,8,11
453762,8,6
453778,7,3
453804,8,3
453829,6,0
453859,6,6
453870,7,2
453903,6,-2
453916,8,2
453946,7,9
453968,8,-4
453980,8,7
454002,7,1
454024,7,9
454046,8,1
454068,7,2
454093,7,16
454108,6,1
454134,7,0
454158,8,8
454180,8,6
454211,6,4
454218,7,1
454246,8,4
454269,7,2
454288,7,3
454305,7,11
454328,7,0
454350,8,1
454376,8,0
454398,8,2
454428,7,13
454452,7,1
454463,6,1
454477,7,1
454499,7,2
454538,8,4
454562,7,2
454582,5,5
454605,6,-3
454617,7,0
454639,6,-7
454671,6,1
454692,7,2
454707,6,9
454729,7,1
454751,7,2
454763,7,-1
454802,7,2
454811,6,4
454836,6,4
454868,10,0
454890,8,5
454914,6,0
454917,6,2
454939,8,0
454979,7,6
454983,7,11
455005,7,4
455034,6,7
455059,6,4
455079,6,8
455101,6,0
455115,7,12
455137,7,1
455177,6,4
455189,6,5
455203,7,2
455233,6,9
455247,7,17
455269,7,0
455299,6,12
455313,8,1
455342,6,9
455364,6,3
455391,7,1
455414,6,12
455435,7,1
455454,7,-5
455476,8,4
455502,6,1
455526,6,11
455546,7,1
455564,7,7
455590,6,-1
455618,7,-4
455636,4,12
455651,7,9
455672,8,3
455695,7,6
455718,9,0
455743,6,4
455765,6,-1
455784,8,78
455803,7,5
455826,8,2
455853,7,-2
455879,7,0
455894,8,2
455916,6,6
455938,8,52
455957,6,1
455982,8,-6
456004,8,10
456026,8,1
456048,6,6
456068,8,2
456090,8,6
456112,7,2
456139,6,0
456154,8,0
456189,7,4
456198,7,2
456220,8,3
456242,8,2
456264,7,3
456285,8,3
456306,7,8
456329,8,2
456351,7,5
456373,7,3
456396,8,3
456418,8,4
456455,7,18
456477,7,4
456499,7,15
456508,6,18
456530,6,3
456552,7,3
456574,6,1
456609,6,2
456631,8,2
456653,7,3
456674,6,4
456697,7,5
456719,6,5
456728,6,9
456750,5,9
456772,7,-2
456807,7,-2
456809,6,6
456837,6,14
456853,6,1
456882,6,1
456904,6,-1
456926,6,3
456948,6,6
456970,6,13
456992,6,6
457014,5,1
457036,7,0
457071,6,1
457093,5,8
457115,6,0
457137,8,2
457159,6,2
457181,8,0
457183,6,0
457212,6,3
457247,7,2
457269,6,2
457278,6,4
457300,6,-3
457322,6,1
457357,7,5
457379,6,-5
457397,8,0
457410,5,3
457432,6,0
457454,6,4
457476,6,19
457498,6,4
457520,7,5
457542,11,1
457577,7,3
457599,8,2
457621,6,1
457643,7,9
457665,8,1
457674,6,1
457709,6,4
457731,6,11
457753,7,8
457767,7,4
457784,5,4
457806,6,1
457841,7,-1
457863,8,5
457885,8,3
457892,6,11
457916,6,1
457938,6,2
457960,6,0
457982,6,-3
458017,8,1
458039,8,7
458061,6,4
458071,7,-1
458105,8,0
458114,5,1
458136,6,5
458156,7,3
458181,6,3
458215,8,2
458237,8,9
458259,9,4
458281,8,5
458290,6,0
458312,6,4
458335,6,4
458356,6,2
458391,8,1
458405,6,0
458423,6,7
458445,6,23
458467,5,4
458489,6,-1
458523,8,4
458545,8,4
458554,6,5
458576,6,3
458611,8,1
458633,9,4
458655,9,3
458657,7,0
458679,7,12
458703,6,8
458723,6,14
458759,6,1
458769,5,0
458804,7,10
458826,7,0
458833,7,0
458869,6,2
458892,6,4
458899,8,3
458923,7,9
458943,8,4
458965,9,0
458989,6,3
459011,6,9
459046,7,1
459067,6,3
459089,6,3
459111,5,1
459133,3,10
459157,7,3
459178,7,1
459200,8,3
459222,6,2
459229,8,1
459254,7,2
459273,7,2
459310,7,0
459330,6,-5
459354,7,8
459361,8,-1
459383,8,0
459405,8,-2
459428,6,-1
459464,6,2
459487,7,9
459496,9,14
459518,8,7
459540,8,4
459562,7,2
459584,8,7
459606,7,7
459628,8,1
459650,9,1
459672,9,5
459694,9,0
459716,9,4
459752,7,1
459765,8,8
459787,7,-2
459809,7,24
459824,6,2
459862,8,13
459884,7,7
459906,7,5
459928,7,5
459942,7,-4
459972,8,0
459994,7,20
460016,6,1
460038,8,2
460059,7,9
460082,8,0
460103,8,10
460126,7,14
460140,6,0
460169,7,2
460191,7,5
460214,7,2
460227,7,1
460257,7,3
460279,7,5
460301,7,1
460324,8,2
460338,6,3
460368,7,-1
460387,8,7
460411,7,5
460433,7,5
460448,7,-1
460476,7,-4
460491,8,6
460520,7,8
460543,7,10
460565,7,1
460588,6,4
460609,8,0
460630,8,1
460653,6,-3
460672,6,9
460694,6,4
460716,8,2
460738,7,0
460760,10,1
460778,7,4
460790,8,-7
460826,6,9
460849,7,1
460874,6,4
460887,6,3
460902,6,1
460924,7,-1
460946,11,2
460980,6,0
461002,6,2
461028,5,8
461051,6,-1
461064,6,2
461085,7,1
461113,6,2
461129,6,1
461151,8,0
461174,7,5
461196,7,9
461222,6,2
461240,6,1
461261,8,2
461288,6,0
461311,7,1
461332,7,0
461342,7,1
461364,7,1
461398,6,0
461416,6,0
461446,6,2
461468,6,2
461490,6,5
461513,6,3
461530,10,-1
461556,6,1
461568,7,1
461590,8,6
461612,6,0
461646,7,4
461668,8,5
461690,7,0
461700,6,-1
461722,7,13
461741,7,2
461778,7,9
461800,6,7
461822,6,8
461845,7,4
461861,8,1
461876,8,2
461896,7,5
461932,7,6
461954,7,10
461977,7,17
461998,7,5
462008,7,13
462030,6,3
462064,6,5
462087,7,5
462108,7,4
462130,9,2
462150,6,13
462172,6,4
462194,5,5
462218,7,6
462240,7,4
462257,8,-4
462284,6,3
462305,8,2
462316,8,6
462338,8,3
462357,8,0
462395,7,3
462417,6,2
462439,6,0
462460,7,0
462467,7,2
462492,6,1
462525,8,0
462533,7,8
462559,6,1
462592,7,2
462614,8,0
462636,8,11
462658,8,3
462680,7,5
462702,9,2
462714,7,4
462741,5,22
462769,6,5
462789,6,-2
462802,7,3
462824,8,0
462853,6,3
462874,6,4
462890,7,9
462911,8,3
462934,6,3
462956,8,3
462978,7,1
463005,6,4
463022,6,16
463044,7,3
463066,6,0
463082,6,8
463110,6,7
463137,6,2
463159,5,2
463176,6,2
463198,7,9
463219,8,-2
463242,6,6
463264,8,3
463286,7,4
463308,6,11
463329,6,19
463352,8,0
463383,6,0
463407,6,8
463424,6,8
463446,6,6
463467,7,1
463484,5,4
463506,8,3
463533,4,-3
463559,7,-1
463582,7,-1
463586,7,5
463607,7,2
463630,7,1
463670,7,5
463691,6,3
463714,7,3
463735,7,-1
463758,7,3
463763,6,0
463803,6,2
463824,7,3
463846,6,0
463852,6,1
463891,5,1
463897,7,7
463917,6,0
463954,7,6
463978,7,1
463984,7,5
464023,7,0
464045,5,8
464065,6,14
464086,7,4
464110,7,1
464133,7,2
464153,6,-2
464159,7,1
464182,7,0
464219,7,0
464241,5,2
464265,7,0
464287,6,0
464308,8,2
464313,8,-1
464336,6,1
464358,7,-1
464395,7,0
464408,8,1
464439,7,1
464452,8,3
464483,7,-1
464506,6,-7
464527,6,11
464550,6,0
464562,9,2
464584,8,5
464616,7,2
464637,6,5
464660,8,-2
464672,7,12
464690,6,15
464716,8,0
464747,7,2
464756,7,1
464778,6,4
464804,9,4
464826,8,4
464848,8,4
464870,7,4
464892,6,1
464923,7,3
464945,7,0
464958,8,3
464980,6,3
465002,8,1
465020,7,8
465055,7,-1
465078,7,3
465099,7,6
465121,6,7
465144,8,2
465166,7,0
465178,8,40
465200,9,2
465222,9,9
465244,10,3
465266,9,1
465288,10,-2
465305,8,4
465327,7,0
465347,7,1
465371,9,1
465406,8,0
465413,7,-1
465437,7,7
465458,7,-3
465479,6,6
465517,8,65
465539,7,3
465547,6,13
465569,8,1
465589,6,1
465629,8,3
465648,8,8
465669,7,-4
465693,7,5
465717,8,3
465721,7,4
465758,7,2
465766,7,1
465789,7,10
465823,6,-1
465849,7,16
465871,7,1
465889,6,43
465898,7,3
465920,6,-4
465957,6,6
465980,7,4
465999,7,28
466025,7,2
466047,7,-6
466051,7,1
466073,4,5
466110,8,0
466131,7,1
466142,6,2
466164,6,0
466199,8,-2
466221,8,4
466243,6,5
466253,7,15
466289,6,1
466311,7,1
466320,7,5
466342,7,4
466364,8,1
466386,8,11
466421,6,2
466431,6,4
466452,6,3
466474,7,10
466496,7,0
466518,6,4
466539,9,3
466571,6,17
466592,6,2
466619,7,7
466641,6,3
466663,7,6
466680,7,-5
466707,7,3
466716,6,7
466737,9,1
466770,6,3
466791,6,10
466814,6,4
466839,7,6
466861,6,10
466870,6,5
466891,7,3
466924,6,2
466945,6,1
466971,6,2
466990,6,5
467015,7,3
467033,5,2
467055,6,2
467069,5,4
467090,8,2
467112,6,6
467134,8,-3
467169,6,3
467191,7,10
467213,7,5
467235,7,3
467257,7,3
467279,7,7
467301,7,3
467318,7,0
467345,6,26
467361,7,5
467382,6,4
467409,8,3
467427,7,9
467449,7,7
467469,7,1
467482,6,2
467504,6,-2
467535,7,3
467557,7,5
467582,7,-4
467589,8,2
467620,7,4
467634,7,7
467655,6,4
467678,6,19
467699,8,-1
467721,7,0
467756,6,1
467778,6,1
467788,7,2
467809,8,1
467833,7,6
467856,8,3
467879,11,1
467911,6,3
467920,6,11
467942,7,0
467980,3,5
467988,7,17
468024,6,9
468046,6,3
468068,7,5
468090,7,2
468106,6,9
468134,7,4
468139,6,6
468178,7,7
468200,7,5
468223,6,7
468244,6,0
468253,6,1
468274,9,4
468294,6,6
468315,8,-3
468354,5,1
468362,7,11
468382,7,4
468406,8,2
468442,8,2
468448,7,-2
468487,10,1
468509,10,2
468530,7,1
468552,7,5
468574,7,-1
468588,7,1
468609,7,3
468631,6,2
468662,6,2
468683,7,4
468704,6,5
468729,7,2
468748,6,9
468763,7,2
468785,6,0
468818,6,-3
468829,5,7
468851,6,4
468873,6,-4
468904,6,3
468927,6,0
468939,5,2
468971,6,22
468982,5,20
469005,5,6
469026,6,2
469049,7,3
469079,6,0
469102,6,7
469126,6,1
469136,6,2
469158,6,10
469188,6,2
469213,6,5
469234,6,4
469255,6,4
469277,6,2
469299,7,4
469321,6,0
469335,6,3
469365,8,0
469388,7,4
469410,6,4
469417,6,9
469443,8,-1
469477,7,8
469499,7,-2
469509,6,1
469527,7,1
469565,7,2
469587,8,3
469609,7,-1
469617,8,21
469638,6,2
469659,5,1
469697,6,8
469719,7,7
469741,7,47
469763,5,2
469785,7,2
469807,11,0
469829,11,1
469839,6,4
469874,7,3
469895,6,6
469917,6,3
469933,6,6
469945,6,7
469977,6,2
470005,8,-2
470021,6,-2
470049,6,-1
470071,7,-1
470079,6,-2
470099,6,7
470121,6,0
470147,5,5
470181,6,3
470188,7,3
470210,6,9
470247,8,11
470263,7,-4
470285,8,3
470313,7,2
470329,7,2
470357,9,1
470368,7,1
470401,8,2
470423,8,15
470445,8,1
470467,8,6
470489,8,3
470511,8,3
470519,7,5
470542,6,3
470575,7,19
470597,7,6
470620,7,7
470641,9,0
470663,7,1
470672,7,11
470695,6,6
470718,6,24
470740,5,7
470762,6,3
470784,6,1
470805,8,-2
470839,7,9
470849,6,9
470871,8,3
470907,6,4
470929,4,8
470949,7,12
470971,8,6
470993,7,21
471015,7,6
471025,7,6
471059,8,2
471081,8,3
471105,7,4
471127,6,4
471147,7,8
471171,7,1
471191,8,0
471201,6,7
471223,6,1
471257,7,0
471279,8,11
471301,7,7
471323,8,1
471347,8,4
471369,7,-2
471389,8,0
471411,8,-4
471433,7,0
471455,8,-6
471477,7,1
471499,8,3
471521,7,6
471543,7,16
471569,9,1
471591,8,4
471594,7,1
471635,8,3
471656,6,3
471679,7,1
471682,6,7
471706,7,4
471728,6,1
471751,4,4
471789,8,-2
471794,7,-3
471832,7,0
471836,6,5
471859,7,4
471898,9,5
471921,8,2
471942,6,4
471946,7,-2
471984,8,0
472009,8,1
472013,7,-1
472035,9,0
472056,7,3
472078,6,-2
472102,7,3
472122,7,0
472144,7,0
472185,7,2
472188,7,4
472227,7,20
472251,8,15
472269,6,5
472276,7,-3
472299,6,4
472339,7,25
472361,6,11
472383,8,3
472401,8,1
472408,6,4
472430,6,15
472452,8,7
472474,8,1
472496,8,4
472534,8,6
472554,7,6
472579,6,26
472598,6,3
472606,8,3
472628,8,-2
472667,5,5
472689,7,11
472711,7,13
472716,8,1
472752,7,0
472774,8,5
472796,8,4
472817,7,18
472826,7,2
472848,6,10
472869,7,12
472900,6,3
472931,7,6
472953,6,3
472971,8,4
472997,6,10
473018,8,0
473032,7,5
473054,7,4
473076,6,13
473098,6,2
473129,7,2
473142,7,75
473173,7,0
473194,8,1
473216,7,3
473230,7,-3
473261,6,10
473274,7,2
473301,7,0
473326,7,9
473346,7,5
473368,7,4
473390,6,2
473415,7,14
473437,8,0
473458,8,1
473472,6,1
473503,8,21
473515,4,14
473544,8,3
473566,8,5
473588,8,2
473609,8,7
473624,7,10
473646,6,6
473668,6,6
473703,8,2
473712,8,5
473735,7,7
473757,8,3
473779,8,-2
473792,4,-2
473822,8,5
473845,8,4
473866,7,4
473888,7,1
473923,7,0
473945,8,-10
473955,8,6
473989,7,7
474011,6,17
474029,6,2
474055,6,0
474064,7,12
474086,7,7
474108,7,4
474130,7,4
474165,7,3
474167,7,2
474196,7,7
474218,7,12
474240,7,3
474262,6,1
474297,7,-4
474319,7,2
474341,6,4
474363,7,2
474385,7,1
474394,6,13
474416,7,-1
474438,7,1
474460,7,11
474483,8,1
474505,8,-2
474526,8,1
474561,7,6
474583,7,1
474592,8,0
474606,5,2
474636,7,1
474658,6,7
474672,7,3
474694,7,2
474716,6,17
474738,6,11
474768,7,2
474791,6,2
474810,6,4
474835,6,4
474857,6,10
474879,8,1
474898,6,5
474920,7,0
474945,5,-2
474976,8,7
475001,8,14
475011,6,2
475032,6,0
475064,8,3
475086,8,2
475108,7,1
475130,7,4
475154,7,-1
475164,7,0
475186,6,2
475208,6,24
475229,6,5
475262,7,5
475284,7,2
475306,8,3
475328,8,3
475339,6,6
475363,4,6
475385,6,6
475407,6,3
475428,6,-1
475451,6,1
475482,8,-3
475504,6,7
475529,8,7
475548,4,8
475561,6,21
475583,6,5
475606,7,26
475628,7,-1
475650,7,1
475672,8,1
475703,8,1
475727,8,3
475746,7,1
475756,6,5
475775,6,2
475804,6,4
475826,6,4
475848,7,2
475878,7,4
475900,8,7
475922,8,-5
475947,8,16
475969,8,3
475991,8,4
476013,5,6
476035,6,25
476057,6,4
476079,7,4
476100,7,10
476122,6,4
476130,7,2
476156,7,5
476178,7,11
476200,7,3
476225,8,12
476254,6,17
476275,5,3
476288,6,2
476306,5,6
476332,5,13
476354,5,2
476376,5,2
476408,7,4
476430,8,14
476452,7,0
476464,6,5
476486,7,5
476508,5,5
476530,6,2
476548,6,9
476570,6,10
476592,7,4
476618,5,2
476650,6,6
476672,6,15
476694,6,4
476706,5,2
476731,8,1
476760,6,2
476783,7,5
476805,7,5
476827,7,1
476848,7,15
476863,8,3
476893,8,1
476899,5,6
476933,6,-4
476955,7,3
476969,7,4
476985,5,17
477014,7,0
477043,7,6
477065,7,3
477087,7,4
477109,7,3
477131,7,5
477145,6,4
477167,7,0
477189,6,3
477205,5,9
477238,6,19
477256,6,2
477278,6,0
477307,7,21
477329,7,9
477355,7,0
477373,6,-1
477387,6,8
477409,6,0
477431,7,3
477453,5,2
477475,7,6
477497,7,2
477527,7,-2
477541,7,9
477575,7,-1
477585,6,0
477607,6,11
477629,6,1
477651,7,11
477673,7,4
477707,5,5
477717,7,3
477739,7,1
477755,5,4
477791,8,1
477805,7,1
477827,6,4
477849,8,-4
477871,8,1
477902,7,4
477924,7,9
477946,9,3
477968,7,5
477973,8,5
478003,8,6
478034,8,2
478039,6,22
478069,7,1
478100,7,4
478123,7,5
478127,8,3
478156,7,1
478171,7,4
478201,8,4
478232,6,4
478254,7,1
478259,8,7
478289,8,5
478303,6,4
478342,6,2
478364,6,3
478387,6,6
478398,6,9
478417,7,5
478434,7,0
478474,6,3
478484,6,0
478518,7,2
478541,6,2
478562,8,1
478587,7,22
478588,6,2
478614,8,1
478639,7,-1
478654,7,7
478684,7,16
478716,7,5
478720,6,5
478749,7,16
478764,7,1
478794,9,-1
478815,8,3
478830,8,3
478859,8,3
478879,7,4
478898,6,4
478921,6,1
478959,9,5
478981,7,7
478996,6,-1
479025,10,5
479047,10,1
479052,6,1
479074,6,8
479096,9,0
479128,8,3
479157,6,2
479180,7,1
479184,7,4
479206,6,13
479228,8,2
479250,6,8
479273,6,2
479294,8,5
479316,7,4
479338,7,7
479360,7,4
479399,8,6
479413,7,3
479442,7,2
479465,6,5
479487,8,-1
479492,7,1
479531,6,2
479536,8,4
479558,6,5
479580,7,5
479603,7,15
479641,8,-4
479663,7,12
479685,8,3
479707,7,0
479712,6,5
479734,8,13
479756,7,5
479778,6,4
479800,7,6
479822,7,-1
479844,8,1
479883,8,3
479905,9,7
479927,8,5
479949,7,18
479954,7,5
479976,6,4
479998,7,2
480021,7,2
480059,9,3
480081,9,-1
480103,8,5
480116,6,43
480135,6,3
480168,6,5
480182,6,8
480212,7,3
480222,6,5
480245,6,3
480270,7,-1
480292,6,1
480309,6,2
480343,8,2
480366,7,3
480387,7,2
480402,6,6
480424,6,2
480446,7,1
480464,7,-2
480487,6,19
480512,7,0
480531,6,0
480563,6,13
480585,6,3
480608,8,1
480630,6,1
480644,6,2
480666,6,3
480695,7,3
480710,6,1
480739,7,1
480750,6,-2
480781,6,6
480809,6,4
480828,6,4
480853,6,-1
480864,7,2
480886,6,3
480908,7,21
480926,7,5
480952,7,2
480974,7,4
480993,8,12
481018,11,0
481040,11,1
481069,6,11
481091,7,-2
481106,8,5
481128,6,2
481148,8,4
481181,7,3
481203,7,1
481216,8,-1
481238,6,6
481267,7,7
481290,7,1
481311,8,3
481335,6,1
481357,7,1
481370,6,-2
481392,7,2
481414,7,3
481443,7,2
481465,8,4
481488,7,-1
481502,6,3
481524,6,2
481554,7,2
481575,7,3
481590,7,4
481612,8,5
481630,7,14
481656,6,6
481677,7,-4
481698,6,8
481722,6,-2
481744,8,3
481766,8,-1
481788,4,5
481821,6,5
481835,6,4
481856,6,7
481876,7,0
481897,5,4
481920,7,9
481942,8,2
481956,6,8
481977,8,-1
482008,10,1
482041,7,0
482052,7,3
482073,7,0
482106,6,3
482118,7,9
482139,6,3
482162,6,9
482194,7,3
482206,8,0
482239,6,1
482260,5,9
482272,7,2
482293,7,1
482318,7,3
482340,7,-5
482359,5,-8
482392,7,4
482403,7,4
482437,7,3
482470,7,2
482491,7,-5
482513,6,9
482537,7,-2
482569,7,-1
482580,7,7
482595,8,2
482617,8,19
482639,8,0
482661,8,8
482683,8,8
482721,7,8
482742,8,3
482764,7,1
482786,6,4
482808,6,8
482831,9,1
482841,7,8
482863,9,3
482887,7,2
482908,9,2
482940,8,4
482950,6,2
482974,7,5
483006,7,4
483027,8,4
483049,6,0
483061,8,1
483093,8,2
483115,6,6
483138,7,1
483160,7,5
483182,7,1
483192,6,5
483215,7,10
483249,7,12
483260,8,0
483280,6,20
483305,7,1
483337,7,8
483358,7,9
483382,6,2
483394,7,21
483413,8,-3
483446,6,13
483469,6,5
483481,8,24
483502,7,6
483525,8,-1
483554,6,7
483569,7,60
483603,7,5
483612,7,6
483634,7,0
483656,7,2
483691,6,1
483713,6,2
483723,7,7
483744,6,-6
483779,6,22
483801,7,7
483823,6,4
483845,7,2
483867,6,6
483876,7,15
483898,7,3
483920,7,1
483955,6,2
483977,6,20
483996,6,5
484021,6,-2
484030,8,-4
484052,7,4
484074,7,-3
484109,6,3
484130,6,15
484152,6,6
484162,7,2
484184,7,1
484206,7,20
484241,7,3
484250,6,6
484272,5,16
484294,7,-1
484329,8,7
484351,8,-1
484360,5,6
484395,7,4
484417,7,6
